City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
,,,,,,,,,
Frankfurt am Main,Hesse,Germany,60313,50.11,8.68,Europe/Berlin,1&1 Versatel Deutschland GmbH,Versatel Deutschland,AS8881 1&1 Versatel Deutschland GmbH
Kwai Chung,Kwai Tsing,Hong Kong,,22.37,114.13,Asia/Hong_Kong,Hong Kong Broadband Network Ltd,Hong Kong Broadband Network Ltd,AS9269 Hong Kong Broadband Network Ltd.
Ballwin,Missouri,United States,63021,38.58,-90.52,America/Chicago,Charter Communications,Spectrum,AS20115 Charter Communications
Beijing,Beijing,China,,39.9,116.41,Asia/Shanghai,ZLDT,"Chengdu Zhongli Data Technology Co., Ltd",
Moscow,Moscow,Russia,125310,55.75,37.62,Europe/Moscow,MTS PJSC,Customers P2P 2020 25 WAN,AS8359 MTS PJSC
Moscow,Moscow,Russia,144700,55.76,37.62,Europe/Moscow,PJSC Rostelecom,Rusfin1,AS12389 PJSC Rostelecom
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Miracema do Tocantins,Tocantins,Brazil,77650,-9.77,-48.58,America/Araguaina,SKY POWER INFORMATICA LTDA - ME,SKY POWER INFORMATICA LTDA - ME,AS265487 SKY POWER INFORMATICA LTDA - ME
Manesar,Haryana,India,122051,28.35,76.93,Asia/Kolkata,Ttsl KOL ILL,Tata Teleservices Limited,AS45820 Tata Teleservices ISP AS
,,,,,,,,,
Haidian,Beijing,China,,39.9,116.33,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Taichung,Taiwan,Taiwan,,24.16,120.68,Asia/Taipei,CCTV-HT,"Chun-Chien Cable Television Co., Ltd.",AS7482 Asia Pacific On-line Service Inc.
Saint-Martin-du-Tertre,Île-de-France,France,95270,49.11,2.35,Europe/Paris,Proxad / Free SAS,ProXad network / Free,AS12322 Free SAS
Gwangju,Gwangju,South Korea,61426,35.15,126.92,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
Cape Town,Western Cape,South Africa,7945,-33.92,18.42,Africa/Johannesburg,Dimension Data,Dimension Data,AS3741 Dimension Data
Ashburn,Virginia,United States,20147,39.06,-77.46,America/New_York,M3COM of Virginia,"M3COM of Virginia, Inc",
La Victoria,Lima region,Peru,15018,-12.09,-77.01,America/Lima,America Movil Peru S.A.C.,America Movil Peru S.A.C,AS12252 America Movil Peru S.A.C.
Tehran,Tehran,Iran,,35.69,51.39,Asia/Tehran,TIC,Telecommunication Company of Tehran,AS58224 Iran Telecommunication Company PJS
Asunción,Asunción,Paraguay,,-25.29,-57.65,America/Asuncion,CO.PA.CO.,COMPAÑIA PARAGUAYA DE COMUNICACIONES S.A. (COPACO S.A.),AS27866 COMPAÑIA PARAGUAYA DE COMUNICACIONES S.A. (COPACO S.A.)
Orlando,Florida,United States,32808,28.58,-81.44,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
New York,New York,United States,10123,40.71,-74.01,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
Cambridge,Massachusetts,United States,2138,42.37,-71.13,America/New_York,Harvard University,Harvard University,AS1742 Harvard University
Geilo,Buskerud,Norway,3580,60.47,8.47,Europe/Oslo,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
Midland,Michigan,United States,48674,43.61,-84.24,America/Detroit,The Dow Chemical Company,The Dow Chemical Company,
Barcelona,Catalonia,Spain,8070,41.39,2.17,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.
Milpitas,California,United States,95035,37.44,-121.9,America/Los_Angeles,"AT&T Services, Inc.",Acc-american Motors Corporati,"AS7018 AT&T Services, Inc."
Beijing,Beijing,China,100000,39.9,116.41,Asia/Shanghai,HWCSNET,Huawei Public Cloud Service,
Hiroshima,Hiroshima,Japan,730-0851,34.39,132.45,Asia/Tokyo,"Energia Communications, Inc.",Yasuda Womens University Junior College,"AS7670 Enecom,Inc."
Chicago,Illinois,United States,60607,41.87,-87.66,America/Chicago,The University of Chicago,University of Chicago,AS160 The University of Chicago
Milan,Lombardy,Italy,20155,45.49,9.16,Europe/Rome,Fastweb Networks,,AS12874 Fastweb SpA
San Juan,San Juan,Puerto Rico,901,18.42,-66.06,America/Puerto_Rico,Liberty Communications of Puerto Rico LLC,Liberty Communications of Puerto Rico LLC,AS14638 Liberty Communications of Puerto Rico LLC
,,,,,,,,,
Ottawa,Ontario,Canada,K0A,45.41,-75.7,America/Toronto,Stark Industries Solutions LTD,Ithostline LTD,AS44477 STARK INDUSTRIES SOLUTIONS LTD
San Antonio,Texas,United States,78288,29.42,-98.49,America/Chicago,"AT&T Services, Inc.",PPPoX Pool - Rback6 SNANTX,"AS7018 AT&T Services, Inc."
,,,,,,,,,
Campina Grande,Paraíba,Brazil,58100,-7.28,-35.98,America/Fortaleza,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
Tangerang,Banten,Indonesia,,-6.18,106.63,Asia/Jakarta,"PT. First Media, Tbk",,AS23700 Linknet-Fastnet ASN
,,,,,,,,,
Frankfurt am Main,Hesse,Germany,60313,50.11,8.68,Europe/Berlin,Deutsche Telekom AG,mais GmbH,AS3320 Deutsche Telekom AG
Alexandria,Alexandria,Egypt,,31.0,29.74,Africa/Cairo,The Egyptian Company for Mobile Services,Orange Egypt,AS37069 The Egyptian Company for Mobile Services (Mobinil)
Hiratsuka,Kanagawa,Japan,254-0041,35.33,139.35,Asia/Tokyo,Shonan Cable Network,Shonan Cable Network,AS131918 SHONAN CABLE NETWORK
Coffeyville,Kansas,United States,67337,37.09,-95.71,America/Chicago,HamWAN,Amateur Radio Digital Communications,AS63479 HamWAN
Muping,Sichuan,China,,30.26,102.8,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
Trujillo,La Libertad,Peru,,-8.12,-79.04,America/Lima,Telefonica Del Peru,PE-TDPERX11-LACNIC,AS6147 Telefonica del Peru S.A.A.
Gangnam-gu,Seoul,South Korea,60,37.52,127.04,Asia/Seoul,HYUNDAI COMMUNICATIONS & NETWORK,HYUNDAI HCN Cable Tv System Co.Ltd,AS9762 HYUNDAI COMMUNICATIONS NETWORK
Montgomery,Alabama,United States,36114,32.4,-86.24,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS367 DoD Network Information Center
Kansas City,Missouri,United States,64184,39.1,-94.58,America/Chicago,Sprint Communications,Sprint Kansas City POP,
Djelfa,Djelfa,Algeria,17000,34.67,3.25,Africa/Algiers,3 djaweb de AS fawri,,AS36947 Telecom Algeria
,,,,,,,,,
Indianapolis,Indiana,United States,46204,39.77,-86.16,America/Chicago,AT&T Services,"AT&T Services, Inc.",
Palo Alto,California,United States,94304,37.41,-122.15,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
Santa Cecilia,Miranda,Venezuela,,10.48,-66.83,America/Caracas,"CANTV Servicios, Venezuela","CANTV Servicios, Venezuela","AS8048 CANTV Servicios, Venezuela"
Toronto,Ontario,Canada,L4L,43.81,-79.59,America/Toronto,Oracle Corporation,Oracle Cloud Infrastructure (ca-toronto-1),AS31898 Oracle Corporation
Banqiao,Taipei,Taiwan,,25.01,121.46,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
Rome,Lazio,Italy,187,41.89,12.51,Europe/Rome,Ministero della Difesa,Ministero della Difesa,AS210026 Ministero della Difesa
,,,,,,,,,
Brighton,England,United Kingdom,BN3,50.83,-0.19,Europe/London,Virgin Media,,AS5089 Virgin Media Limited
São Paulo,São Paulo,Brazil,01000-000,-23.56,-46.64,America/Sao_Paulo,Claro S.A.,Claro S.A,AS4230 CLARO S.A.
Kuala Lumpur,Kuala Lumpur,Malaysia,50515,3.14,101.69,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Streamyx Home Northern,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.
Kingston,Rhode Island,United States,2881,41.48,-71.53,America/New_York,University of Rhode Island,University of Rhode Island,AS14348 University of Rhode Island
,,,,,,,,,
Honcho,Chiba,Japan,273-0001,35.71,140.0,Asia/Tokyo,"JCOM Co., Ltd.","JCOM Co., Ltd","AS9824 JCOM Co., Ltd."
Los Polvorines,Buenos Aires,Argentina,1613,-34.51,-58.69,America/Argentina/Buenos_Aires,Telefonica de Argentina,Telefonica de Argentina,AS22927 Telefonica de Argentina
,,,,,,,,,
,,,,,,,,,
Smyrna,Delaware,United States,19977,39.29,-75.6,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33657 Comcast Cable Communications, LLC"
,,,,,,,,,
Tlaquepaque,Jalisco,Mexico,45530,20.61,-103.36,America/Mexico_City,Universidad de Guadalajara,Universidad de Guadalajara,AS2549 Universidad de Guadalajara
Rio Claro,São Paulo,Brazil,,-23.71,-46.29,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
Dortmund,North Rhine-Westphalia,Germany,44149,51.49,7.39,Europe/Berlin,Verizon Deutschland GmbH,VERIZON,AS702 Verizon Business
Sandton,Gauteng,South Africa,2196,-26.11,28.06,Africa/Johannesburg,Cloudseed (Pty) Ltd,Cloudseed (Pty) Ltd,
Okayama,Okayama,Japan,703-8291,34.66,133.94,Asia/Tokyo,"RELATION Co., Ltd.","RELATION Co., Ltd.","AS23836 RELATION Co., Ltd."
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Shenzhen,Guangdong,China,,22.54,114.06,Asia/Shanghai,China Mobile,China Mobile,"AS9808 China Mobile Communications Group Co., Ltd."
Helsinki,Uusimaa,Finland,121,60.17,24.94,Europe/Helsinki,Equinix (EMEA) Acquisition Enterprises B.V.,Equinix Customer - (Finland) Oy,AS15830 Equinix (EMEA) Acquisition Enterprises B.V.
Detroit,Michigan,United States,48231,42.33,-83.05,America/Detroit,Jackson National Life Insurance CO.,"Level 3, LLC",AS29841 JACKSON NATIONAL LIFE INSURANCE CO.
Shenzhen,Guangdong,China,,22.54,114.06,Asia/Shanghai,China Mobile,China Mobile Communications Corporation,"AS9808 China Mobile Communications Group Co., Ltd."
Frankfurt am Main,Hesse,Germany,60313,50.11,8.68,Europe/Berlin,U.S. Department of Defense Education Activity,U.S. Department of Defense Education Activity,AS6595 U.S. Department of Defense Education Activity
Dagenham,England,United Kingdom,RM8,51.55,0.11,Europe/London,EE Limited,EEMobile,AS12576 EE Limited
Madrid,Madrid,Spain,28050,40.52,-3.66,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.
Shenzhen,Guangdong,China,518000,22.54,114.06,Asia/Shanghai,China Mobile,China Mobile Communications Corporation,"AS9808 China Mobile Communications Group Co., Ltd."
Toronto,Ontario,Canada,M5A,43.67,-79.38,America/Toronto,Rogers Communications Canada Inc.,Rogers Cable Inc. YM,AS812 Rogers Communications Canada Inc.
Houston,Texas,United States,77004,29.72,-95.36,America/Chicago,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33662 Comcast Cable Communications, LLC"
St Petersburg,St.-Petersburg,Russia,,59.93,30.36,Europe/Moscow,brand AtHome,,AS39102 Global Network Management Inc
Pune,Maharashtra,India,411038,18.62,73.73,Asia/Kolkata,Idea Cellular Limited,,AS45271 Idea Cellular Limited
Piedecuesta,Santander Department,Colombia,681011,7.0,-73.05,America/Bogota,EPM Telecomunicaciones S.A. E.S.P.,EPM Telecomunicaciones S.A. E.S.P,AS13489 EPM Telecomunicaciones S.A. E.S.P.
,,,,,,,,,
Buk-gu,Ulsan,South Korea,442,35.6,129.35,Asia/Seoul,Ulsan Jung-Ang Broadcasting Network,JCN,AS45361 Ulsan Jung-Ang Broadcasting Network
,,,,,,,,,
Cleveland,Ohio,United States,44119,41.59,-81.55,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
Georgetown,Kentucky,United States,40324,38.21,-84.55,America/New_York,"AT&T Services, Inc.",Private Customer - AT&T Internet Services,"AS7018 AT&T Services, Inc."
Toronto,Ontario,Canada,M6G,43.67,-79.42,America/Toronto,Start Communications,Start Communications,AS40788 Start Communications
Xiaolou,Guangdong,China,,23.38,113.76,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Niizo,Saitama,Japan,335-0021,35.81,139.67,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Rongcheng,Anhui,China,,30.6,117.92,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
Riverside,California,United States,92509,34.01,-117.44,America/Los_Angeles,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
Seo-gu,Incheon,South Korea,227,37.51,126.66,Asia/Seoul,SK Broadband Co Ltd,NQ Games Co,AS9318 SK Broadband Co Ltd
Seattle,Washington,United States,98108,47.62,-122.34,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Seattle,Washington,United States,98108,47.62,-122.34,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Ostrava,Moravskoslezsky kraj,Czechia,700 30,49.8,18.23,Europe/Prague,FIFEJDY,,AS34093 Nordic Telecom Regional s.r.o.
El Cajon,California,United States,92021,32.81,-116.92,America/Los_Angeles,Cox Communications Inc.,Cox Communications Inc,AS22773 Cox Communications Inc.
Mackay,Queensland,Australia,4740,-21.14,149.18,Australia/Brisbane,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD
,,,,,,,,,
Istanbul,Istanbul,Türkiye,34096,41.01,28.95,Europe/Istanbul,Turkcell Internet,,AS16135 TURKCELL ILETISIM HIZMETLERI A.S.
Rustenburg,North West,South Africa,202,-25.66,27.25,Africa/Johannesburg,Vodacom UMTS Pretoria Silverton North Gauteng INTERNET APN,,AS29975 Vodacom
Pikeville,Kentucky,United States,41501,37.52,-82.52,America/New_York,Mikrotec Internet Services,Mikrotec Internet Services,AS3801 Mikrotec Internet Services
Bieligutai,Inner Mongolia,China,,43.38,115.06,Asia/Shanghai,Neimeng Network of ChinaTelecom,,AS4134 CHINANET-BACKBONE
London,England,United Kingdom,W1B,51.51,-0.13,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Beijing,Beijing,China,100000,39.9,116.41,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
Ho Chi Minh City,Ho Chi Minh,Vietnam,,10.82,106.63,Asia/Ho_Chi_Minh,VIETELxdsl,xDSL Services,AS7552 Viettel Group
Massapequa,New York,United States,11758,40.67,-73.46,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.
Valinhos,São Paulo,Brazil,13270,-22.97,-46.99,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
Milton,England,United Kingdom,OX14,51.62,-1.29,Europe/London,HILCO,RM Education Ltd,
Sofia,Sofia-Capital,Bulgaria,1000,42.7,23.32,Europe/Sofia,MEGALAN,Megalan Network Ltd.,AS35141 A1 Bulgaria EAD
,,,,,,,,,
Montevideo,Montevideo Department,Uruguay,11200,-34.91,-56.16,America/Montevideo,Administracion Nacional de Telecomunicaciones,Administracion Nacional de Telecomunicaciones,AS6057 Administracion Nacional de Telecomunicaciones
Shenzhen,Guangdong,China,,22.56,114.06,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
Winlock,Washington,United States,98596,46.49,-122.92,America/Los_Angeles,Washington State K-20 Telecommunications Network,Washington School Information Processing Cooperative,AS10430 Washington State K-20 Telecommunications Network
,,,,,,,,,
,,,,,,,,,
Ojibwa,Wisconsin,United States,54862,45.79,-91.11,America/Chicago,Bevcomm,Inteliquent,AS15100 Bevcomm
,,,,,,,,,
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Taoyuan,Taiwan,Taiwan,,24.99,121.3,Asia/Taipei,Apple Inc.,Apple Inc,AS714 Apple Inc.
Monroe,Louisiana,United States,71203,32.59,-92.07,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Shenzhen,Guangdong,China,,22.56,114.06,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Miranda,Miranda,Venezuela,,10.25,-66.42,America/Caracas,Corporación Telemic C.A.,Corporación Telemic C.A,AS21826 Corporación Telemic C.A.
Johannesburg,Gauteng,South Africa,2196,-26.15,28.04,Africa/Johannesburg,MTNNS,,AS16637 MTN SA
,,,,,,,,,
Bristol,England,United Kingdom,BS5,51.46,-2.55,Europe/London,TalkTalk,Carphone Warehouse Broadband Services,AS13285 TalkTalk Communications Limited
,,,,,,,,,
Cuauhtémoc,Mexico City,Mexico,6720,19.41,-99.15,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
Singapore,Central Singapore,Singapore,48582,1.28,103.85,Asia/Singapore,Amazon Technologies Inc.,AWS EC2 (ap-southeast-1),"AS16509 Amazon.com, Inc."
Palo Alto,California,United States,94304,37.41,-122.15,America/Los_Angeles,HP Inc.,HP Inc,
Putian,Fujian,China,,25.45,118.99,Asia/Shanghai,CNCGroup CHINA169 FuJian province network,,AS4837 CHINA UNICOM China169 Backbone
Brisbane,Queensland,Australia,4000,-27.47,153.03,Australia/Brisbane,Resource Quality Assurance,Resource Quality Assurance,
Chicago,Illinois,United States,60602,41.89,-87.63,America/Chicago,Nokia of America Corporation,Nokia of America Corporation,AS10455 Nokia of America Corporation
Beijing,Beijing,China,,39.9,116.41,Asia/Shanghai,China Mobile Communications Corporation,"BEIJING DRAGON Network co., Ltd.",AS56048 China Mobile Communicaitons Corporation
Seattle,Washington,United States,98115,47.69,-122.3,America/Los_Angeles,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC"
,,,,,,,,,
Xiaolou,Guangdong,China,,23.38,113.76,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Berlin,Land Berlin,Germany,10437,52.55,13.41,Europe/Berlin,D2VODAFONE,Vodafone GmbH,AS3209 Vodafone GmbH
Neihu District,Taiwan,Taiwan,,25.07,121.59,Asia/Taipei,"New Century InfoComm Tech. Co., Ltd.",SEEDNET,"AS131586 New Century InfoComm Tech Co., Ltd."
Saint Paul,Minnesota,United States,55145,44.95,-93.09,America/Chicago,T-Mobile USA,"T-Mobile USA, Inc.",
Zurich,Zurich,Switzerland,8070,47.37,8.54,Europe/Zurich,CREDIT-SUISSE-GROUP,CREDIT-SUISSE-GROUP,
Hudson,Florida,United States,34667,28.36,-82.68,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,,
Long Lawford,England,United Kingdom,CV23 9EU,52.36,-1.33,Europe/London,Satellite Mediaport Services Ltd.,Satellite Mediaport Services Ltd,AS13126 Satellite Mediaport Services Ltd.
,,,,,,,,,
Thousand Oaks,California,United States,91360,34.19,-118.9,America/Los_Angeles,Teledyne Technologies Incorporated,Teledyne Technologies Incorporated,
Dublin,Leinster,Ireland,D01,53.35,-6.25,Europe/Dublin,HEAnet,HEAnet,AS1213 HEAnet CLG
Golden Valley,Minnesota,United States,55426,44.98,-93.4,America/Chicago,General Mills,"General Mills, Inc.","AS20478 General Mills, Inc."
Zevenhuizen,South Holland,The Netherlands,2761,52.01,4.58,Europe/Amsterdam,Vodafone Ziggo,,AS33915 Vodafone Libertel B.V.
Toronto,Ontario,Canada,M2L,43.76,-79.36,America/Toronto,Rogers Communications Canada Inc.,Ontario Lottery and Gaming,AS812 Rogers Communications Canada Inc.
Chicago,Illinois,United States,60606,41.88,-87.64,America/Chicago,The Boeing Company,The Boeing Company,
Stavanger,Rogaland,Norway,4017,58.97,5.74,Europe/Oslo,ROGALAND-HSR,,AS224 SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR
,,,,,,,,,
Yongsan-dong,Seoul,South Korea,4371,37.54,126.97,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation
Montreal,Quebec,Canada,H4X,45.51,-73.56,America/Toronto,Hydro-Quebec,Hydro-Quebec,
Tempe,Arizona,United States,85281,33.45,-111.96,America/Phoenix,Salt River Project Agricultural Improvement & Power District,Salt River Project Agricultural Improvement and Power District,AS2575 Salt River Project Agricultural Improvement & Power District
Seongnam-si,Gyeonggi-do,South Korea,13606,37.36,127.12,Asia/Seoul,Jeollanamdo Educational Research Information Institute,Korea Telecom,AS38681 Jeollanamdo Educational Research Information Institute
Virginia Beach,Virginia,United States,23454,36.83,-76.04,America/New_York,Cox Communications Inc.,Cox Communications,AS22773 Cox Communications Inc.
Darnall,KwaZulu-Natal,South Africa,4480,-29.27,31.35,Africa/Johannesburg,Telkom SA Ltd.,Telkom SA Limited,AS37457 Telkom SA Ltd.
Boston,Massachusetts,United States,2205,42.35,-71.05,America/New_York,Fidelity Investments,Fidelity Investments,
Minato-ku,Tokyo,Japan,105-0012,35.66,139.76,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Yintai,Shaanxi,China,,35.39,109.19,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Utrecht,Utrecht,The Netherlands,3512,52.09,5.12,Europe/Amsterdam,SURFnet III b,SURFnet bv,AS1101 SURF B.V.
Lansing,Michigan,United States,48901,42.7,-84.48,America/Detroit,FreedomNet,Amateur Radio Digital Communications,AS22829 FreedomNet
Quilicura,Santiago Metropolitan,Chile,,-33.38,-70.72,America/Santiago,Telmex Servicios Empresariales S.A.,Telmex Servicios Empresariales S.A,AS6535 Telmex Servicios Empresariales S.A.
Paris,Île-de-France,France,75000,48.86,2.35,Europe/Paris,BOUYGUES Telecom ISP Wireline,,AS5410 Bouygues Telecom SA
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Chicago,Illinois,United States,60666,41.88,-87.63,America/Chicago,Rackspace Hosting,Rackspace Hosting,AS19994 Rackspace Hosting
Cairo,Cairo Governorate,Egypt,,30.06,31.23,Africa/Cairo,TE Data,,AS8452 TE-AS
,,,,,,,,,
Québec,Quebec,Canada,G1W,46.76,-71.29,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Hong Kong,Kowloon,Hong Kong,96521,22.32,114.17,Asia/Hong_Kong,Greacon Limited,Mall Ltd,AS208770 Greacon Limited
Fairfax,Virginia,United States,22030,38.86,-77.33,America/New_York,Diplomatic Telecommunications Services - Program Office (DTS-PO),Diplomatic Telecommunications Services - Program Office,
Whitehall,Ohio,United States,43218,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Kildare,Leinster,Ireland,R56,53.15,-6.83,Europe/Dublin,HEANET,,AS1213 HEAnet CLG
Birmingham,Alabama,United States,35201,33.52,-86.81,America/Chicago,National Aeronautics and Space Administration,National Aeronautics and Space Administration,
Chennai,Tamil Nadu,India,600001,13.06,80.26,Asia/Kolkata,Dishnet Wireless limited,,
Lipu,Zhejiang,China,,29.14,119.79,Asia/Shanghai,China Telecom,,AS140485 CHINATELECOM ZHEJIANG province HANGZHOU 5GC network
Bupyeong-gu,Incheon,South Korea,21443,37.5,126.71,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
Houston,Texas,United States,77042,29.73,-95.56,America/Chicago,Verizon Business,"CADCentre, Inc.",AS701 Verizon Business
Auckland,Auckland,New Zealand,1010,-36.85,174.76,Pacific/Auckland,BBA-SPARK,Spark New Zealand Trading Ltd,
Brescia,Lombardy,Italy,25124,45.53,10.22,Europe/Rome,Imiweb Bank S.p.A,UBI Sistemi e Servizi S.c.p.a,
Chiyoda,Tokyo,Japan,100-8111,35.69,139.77,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
,,,,,,,,,
Nairobi,Nairobi County,Kenya,,-1.33,36.85,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
Madrid,Madrid,Spain,28070,40.42,-3.7,Europe/Madrid,Telefonica De Espana S.A.U.,Multichoice Africa Limited,AS3352 TELEFONICA DE ESPANA S.A.U.
Centreville,Virginia,United States,20120,38.84,-77.43,America/New_York,American Registry Internet Numbers,American Registry Internet Numbers,
Rahway,New Jersey,United States,7065,40.61,-74.27,America/New_York,Merck and Co,"Merck and Co., Inc",
,,,,,,,,,
Monroe,Louisiana,United States,71203,32.59,-92.07,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Stockholm,Stockholm County,Sweden,100 04,59.33,18.07,Europe/Stockholm,Tele2 SWIPNET,Mobile Services,AS1257 Tele2 Sverige AB
Amsterdam,North Holland,The Netherlands,1098,52.36,4.95,Europe/Amsterdam,Schlumberger Limited,Schlumberger Limited,AS72 Schlumberger Limited
Pok Fu Lam,Southern,Hong Kong,96521,22.28,114.14,Asia/Hong_Kong,Joint Universities Computer Centre Limited,Joint Universities Computer Centre Limited,AS137207 Joint Universities Computer Centre Limited
Taipei,Taiwan,Taiwan,,25.03,121.56,Asia/Taipei,Taiwan Fixed Network,"Taiwan Telecommunication Network Services Co., LTD.","AS9924 Taiwan Fixed Network, Telco and Network Service Provider."
Lima,Lima Province,Peru,,-12.04,-77.03,America/Lima,Optical Technologies S.A.C.,Consorcio Viaducto Gambetta,AS27843 WIN EMPRESAS S.A.C.
Shanghai,Shanghai,China,,31.22,121.46,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
Dublin,Leinster,Ireland,D02,53.35,-6.26,Europe/Dublin,Amazon Technologies Inc.,AWS EC2 (eu-west-1),"AS16509 Amazon.com, Inc."
,,,,,,,,,
Cernusco sul Naviglio,Lombardy,Italy,20063,45.52,9.34,Europe/Rome,Noixa Low Latency Network,,
Zeist,Utrecht,The Netherlands,3705,52.1,5.24,Europe/Amsterdam,SURFnet II b,"Graafschap College, Slingelaan 1, NL-7001 EA Doetinchem",AS1103 SURF B.V.
Albuquerque,New Mexico,United States,87110,35.11,-106.58,America/Denver,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC"
,,,,,,,,,
Kuopio,North Savo,Finland,70111,62.9,27.68,Europe/Helsinki,Enfo Oyj,ENFO,AS29282 Enfo Oy
Iasi,Iași County,Romania,700489,47.17,27.61,Europe/Bucharest,Orange Romania Network,Orange Romania S.A,AS8953 Orange Romania S.A.
,,,,,,,,,
Los Angeles,California,United States,90009,34.05,-118.24,America/Los_Angeles,Intercontinental Internet Data Corp,Cloud Innovation Ltd,AS35916 MULTACOM CORPORATION
