City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System,IP_Masked
New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business,63.xxx.xxx.xxx
Massachusetts,Massachusetts,United States,2138,42.3737,-71.1284,America/New_York,Harvard University,Other,AS1742 Harvard University,140.xxx.xxx.xxx
Michigan,Michigan,United States,48674,43.6096,-84.2397,America/Detroit,The Dow Chemical Company,Other,,143.xxx.xxx.xxx
California,California,United States,95035,37.4371,-121.8954,America/Los_Angeles,"AT&T Services, Inc.",Other,"AS7018 AT&T Services, Inc.",12.xxx.xxx.xxx
Beijing,Beijing,China,100000,39.9042,116.407,Asia/Shanghai,HWCSNET,Huawei Public Cloud Service,,223.xxx.xxx.xxx
Illinois,Illinois,United States,60607,41.8719,-87.6589,America/Chicago,The University of Chicago,Other,AS160 The University of Chicago,128.xxx.xxx.xxx
Ontario,Ontario,Canada,K0A,45.413,-75.7011,America/Toronto,Stark Industries Solutions LTD,Other,AS44477 STARK INDUSTRIES SOLUTIONS LTD,138.xxx.xxx.xxx
Texas,Texas,United States,78288,29.4241,-98.4936,America/Chicago,"AT&T Services, Inc.",Other,"AS7018 AT&T Services, Inc.",68.xxx.xxx.xxx
Hesse,Hesse,Germany,60313,50.1109,8.68213,Europe/Berlin,Deutsche Telekom AG,Other,AS3320 Deutsche Telekom AG,194.xxx.xxx.xxx
Kanagawa,Kanagawa,Japan,254-0041,35.3349,139.3478,Asia/Tokyo,Shonan Cable Network,Other,AS131918 SHONAN CABLE NETWORK,163.xxx.xxx.xxx
Kansas,Kansas,United States,67337,37.0902,-95.7129,America/Chicago,HamWAN,Other,AS63479 HamWAN,44.xxx.xxx.xxx
Sichuan,Sichuan,China,,30.2638,102.805,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE,110.xxx.xxx.xxx
Seoul,Seoul,South Korea,60,37.5245,127.0354,Asia/Seoul,HYUNDAI COMMUNICATIONS & NETWORK,Other,AS9762 HYUNDAI COMMUNICATIONS NETWORK,123.xxx.xxx.xxx
Alabama,Alabama,United States,36114,32.4033,-86.2383,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS367 DoD Network Information Center,132.xxx.xxx.xxx
Missouri,Missouri,United States,64184,39.1027,-94.5778,America/Chicago,Sprint Communications,Other,,174.xxx.xxx.xxx
Indiana,Indiana,United States,46204,39.7709,-86.1585,America/Chicago,AT&T Services,"AT&T Services, Inc.",,135.xxx.xxx.xxx
California,California,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,,15.xxx.xxx.xxx
Miranda,Miranda,Venezuela,,10.4825,-66.8317,America/Caracas,"CANTV Servicios, Venezuela","CANTV Servicios, Venezuela","AS8048 CANTV Servicios, Venezuela",190.xxx.xxx.xxx
Ontario,Ontario,Canada,L4L,43.8072,-79.5946,America/Toronto,Oracle Corporation,Other,AS31898 Oracle Corporation,40.xxx.xxx.xxx
Taipei,Taipei,Taiwan,,25.0114,121.462,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd.",27.xxx.xxx.xxx
Lazio,Lazio,Italy,187,41.8904,12.5126,Europe/Rome,Ministero della Difesa,Other,AS210026 Ministero della Difesa,151.xxx.xxx.xxx
São Paulo,São Paulo,Brazil,01000-000,-23.5558,-46.6396,America/Sao_Paulo,Claro S.A.,Claro S.A,AS4230 CLARO S.A.,200.xxx.xxx.xxx
Kuala Lumpur,Kuala Lumpur,Malaysia,50515,3.1408,101.6852,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Other,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.,124.xxx.xxx.xxx
Rhode Island,Rhode Island,United States,2881,41.479,-71.5327,America/New_York,University of Rhode Island,Other,AS14348 University of Rhode Island,131.xxx.xxx.xxx
Chiba,Chiba,Japan,273-0001,35.7074,139.9955,Asia/Tokyo,"JCOM Co., Ltd.",Other,"AS9824 JCOM Co., Ltd.",119.xxx.xxx.xxx
Buenos Aires,Buenos Aires,Argentina,1613,-34.5076,-58.6863,America/Argentina/Buenos_Aires,Telefonica de Argentina,Other,AS22927 Telefonica de Argentina,186.xxx.xxx.xxx
Jalisco,Jalisco,Mexico,45530,20.6073,-103.3641,America/Mexico_City,Universidad de Guadalajara,Other,AS2549 Universidad de Guadalajara,148.xxx.xxx.xxx
São Paulo,São Paulo,Brazil,,-23.71,-46.294,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda,177.xxx.xxx.xxx
North Rhine-Westphalia,North Rhine-Westphalia,Germany,44149,51.4925,7.39489,Europe/Berlin,Verizon Deutschland GmbH,Other,AS702 Verizon Business,149.xxx.xxx.xxx
Gauteng,Gauteng,South Africa,2196,-26.1077,28.0581,Africa/Johannesburg,Cloudseed (Pty) Ltd,Other,,41.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,214.xxx.xxx.xxx
Guangdong,Guangdong,China,,22.5431,114.058,Asia/Shanghai,China Mobile,Other,"AS9808 China Mobile Communications Group Co., Ltd.",39.xxx.xxx.xxx
Uusimaa,Uusimaa,Finland,121,60.1699,24.9384,Europe/Helsinki,Equinix (EMEA) Acquisition Enterprises B.V.,Other,AS15830 Equinix (EMEA) Acquisition Enterprises B.V.,87.xxx.xxx.xxx
Michigan,Michigan,United States,48231,42.3314,-83.0458,America/Detroit,Jackson National Life Insurance CO.,Other,AS29841 JACKSON NATIONAL LIFE INSURANCE CO.,8.xxx.xxx.xxx
Guangdong,Guangdong,China,,22.5431,114.058,Asia/Shanghai,China Mobile,China Mobile Communications Corporation,"AS9808 China Mobile Communications Group Co., Ltd.",36.xxx.xxx.xxx
Hesse,Hesse,Germany,60313,50.1109,8.68213,Europe/Berlin,U.S. Department of Defense Education Activity,Other,AS6595 U.S. Department of Defense Education Activity,204.xxx.xxx.xxx
England,England,United Kingdom,RM8,51.5477,0.1115,Europe/London,EE Limited,Other,AS12576 EE Limited,31.xxx.xxx.xxx
Guangdong,Guangdong,China,518000,22.5431,114.058,Asia/Shanghai,China Mobile,China Mobile Communications Corporation,"AS9808 China Mobile Communications Group Co., Ltd.",112.xxx.xxx.xxx
Ontario,Ontario,Canada,M5A,43.67,-79.3794,America/Toronto,Rogers Communications Canada Inc.,Other,AS812 Rogers Communications Canada Inc.,99.xxx.xxx.xxx
Texas,Texas,United States,77004,29.7212,-95.3626,America/Chicago,"Comcast Cable Communications, LLC",Other,"AS33662 Comcast Cable Communications, LLC",98.xxx.xxx.xxx
Ohio,Ohio,United States,44119,41.5882,-81.5492,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc,71.xxx.xxx.xxx
Kentucky,Kentucky,United States,40324,38.2132,-84.5455,America/New_York,"AT&T Services, Inc.",Other,"AS7018 AT&T Services, Inc.",99.xxx.xxx.xxx
Ontario,Ontario,Canada,M6G,43.6655,-79.4204,America/Toronto,Start Communications,Other,AS40788 Start Communications,108.xxx.xxx.xxx
Guangdong,Guangdong,China,,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE,14.xxx.xxx.xxx
Saitama,Saitama,Japan,335-0021,35.8104,139.6696,Asia/Tokyo,Softbank BB Corp.,Other,AS17676 SoftBank Corp.,126.xxx.xxx.xxx
Anhui,Anhui,China,,30.6007,117.925,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE,36.xxx.xxx.xxx
California,California,United States,92509,34.0062,-117.4432,America/Los_Angeles,Verizon Business,Other,AS6167 Verizon Business,97.xxx.xxx.xxx
Incheon,Incheon,South Korea,227,37.508,126.665,Asia/Seoul,SK Broadband Co Ltd,Other,AS9318 SK Broadband Co Ltd,1.xxx.xxx.xxx
Washington,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",,57.xxx.xxx.xxx
Washington,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",,130.xxx.xxx.xxx
California,California,United States,92021,32.8123,-116.9172,America/Los_Angeles,Cox Communications Inc.,Other,AS22773 Cox Communications Inc.,68.xxx.xxx.xxx
Queensland,Queensland,Australia,4740,-21.1445,149.181,Australia/Brisbane,SingTel Optus Pty Ltd,Other,AS4804 Microplex PTY LTD,58.xxx.xxx.xxx
Kentucky,Kentucky,United States,41501,37.5197,-82.5228,America/New_York,Mikrotec Internet Services,Other,AS3801 Mikrotec Internet Services,74.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,,25.xxx.xxx.xxx
Beijing,Beijing,China,100000,39.9042,116.407,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation,101.xxx.xxx.xxx
New York,New York,United States,11758,40.6673,-73.4593,America/New_York,Cablevision Systems Corp.,Other,AS6128 Cablevision Systems Corp.,69.xxx.xxx.xxx
São Paulo,São Paulo,Brazil,13270,-22.9717,-46.9925,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda,191.xxx.xxx.xxx
England,England,United Kingdom,OX14,51.6218,-1.28523,Europe/London,HILCO,Other,,217.xxx.xxx.xxx
Guangdong,Guangdong,China,,22.5559,114.0577,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",120.xxx.xxx.xxx
Washington,Washington,United States,98596,46.493,-122.9199,America/Los_Angeles,Washington State K-20 Telecommunications Network,Other,AS10430 Washington State K-20 Telecommunications Network,164.xxx.xxx.xxx
Wisconsin,Wisconsin,United States,54862,45.7858,-91.1078,America/Chicago,Bevcomm,Other,AS15100 Bevcomm,199.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,22.xxx.xxx.xxx
Taiwan,Taiwan,Taiwan,,24.9936,121.3009,Asia/Taipei,Apple Inc.,Other,AS714 Apple Inc.,17.xxx.xxx.xxx
Louisiana,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC",8.xxx.xxx.xxx
Guangdong,Guangdong,China,,22.5559,114.0577,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE,218.xxx.xxx.xxx
Miranda,Miranda,Venezuela,,10.2462,-66.4165,America/Caracas,Corporación Telemic C.A.,Other,AS21826 Corporación Telemic C.A.,186.xxx.xxx.xxx
England,England,United Kingdom,BS5,51.4623,-2.5502,Europe/London,TalkTalk,Other,AS13285 TalkTalk Communications Limited,92.xxx.xxx.xxx
Mexico City,Mexico City,Mexico,6720,19.4129,-99.1478,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET,187.xxx.xxx.xxx
Central Singapore,Central Singapore,Singapore,48582,1.28009,103.851,Asia/Singapore,Amazon Technologies Inc.,Other,"AS16509 Amazon.com, Inc.",18.xxx.xxx.xxx
California,California,United States,94304,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,,15.xxx.xxx.xxx
Queensland,Queensland,Australia,4000,-27.4705,153.026,Australia/Brisbane,Resource Quality Assurance,Other,,203.xxx.xxx.xxx
Illinois,Illinois,United States,60602,41.8874,-87.6318,America/Chicago,Nokia of America Corporation,Other,AS10455 Nokia of America Corporation,135.xxx.xxx.xxx
Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,China Mobile Communications Corporation,Other,AS56048 China Mobile Communicaitons Corporation,58.xxx.xxx.xxx
Washington,Washington,United States,98115,47.6859,-122.2994,America/Los_Angeles,CenturyLink,Other,"AS209 CenturyLink Communications, LLC",97.xxx.xxx.xxx
Guangdong,Guangdong,China,,23.379,113.763,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE,183.xxx.xxx.xxx
Land Berlin,Land Berlin,Germany,10437,52.5451,13.4097,Europe/Berlin,D2VODAFONE,Other,AS3209 Vodafone GmbH,109.xxx.xxx.xxx
Taiwan,Taiwan,Taiwan,,25.0689,121.591,Asia/Taipei,"New Century InfoComm Tech. Co., Ltd.",Other,"AS131586 New Century InfoComm Tech Co., Ltd.",106.xxx.xxx.xxx
Minnesota,Minnesota,United States,55145,44.9537,-93.09,America/Chicago,T-Mobile USA,Other,,184.xxx.xxx.xxx
Zurich,Zurich,Switzerland,8070,47.3686,8.53918,Europe/Zurich,CREDIT-SUISSE-GROUP,Other,,158.xxx.xxx.xxx
Florida,Florida,United States,34667,28.3637,-82.6759,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",75.xxx.xxx.xxx
England,England,United Kingdom,CV23 9EU,52.3575,-1.33036,Europe/London,Satellite Mediaport Services Ltd.,Other,AS13126 Satellite Mediaport Services Ltd.,62.xxx.xxx.xxx
California,California,United States,91360,34.1933,-118.905,America/Los_Angeles,Teledyne Technologies Incorporated,Other,,130.xxx.xxx.xxx
Leinster,Leinster,Ireland,D01,53.3491,-6.247,Europe/Dublin,HEAnet,Other,AS1213 HEAnet CLG,87.xxx.xxx.xxx
Minnesota,Minnesota,United States,55426,44.9771,-93.3977,America/Chicago,General Mills,Other,"AS20478 General Mills, Inc.",153.xxx.xxx.xxx
Ontario,Ontario,Canada,M2L,43.7583,-79.3577,America/Toronto,Rogers Communications Canada Inc.,Other,AS812 Rogers Communications Canada Inc.,24.xxx.xxx.xxx
Illinois,Illinois,United States,60606,41.8838,-87.6388,America/Chicago,The Boeing Company,Other,,136.xxx.xxx.xxx
Seoul,Seoul,South Korea,4371,37.536,126.971,Asia/Seoul,LG DACOM Corporation,Other,AS3786 LG DACOM Corporation,121.xxx.xxx.xxx
Quebec,Quebec,Canada,H4X,45.508,-73.56,America/Toronto,Hydro-Quebec,Other,,199.xxx.xxx.xxx
Arizona,Arizona,United States,85281,33.4468,-111.956,America/Phoenix,Salt River Project Agricultural Improvement & Power District,Other,AS2575 Salt River Project Agricultural Improvement & Power District,148.xxx.xxx.xxx
Gyeonggi-do,Gyeonggi-do,South Korea,13606,37.3588,127.115,Asia/Seoul,Jeollanamdo Educational Research Information Institute,Korea Telecom,AS38681 Jeollanamdo Educational Research Information Institute,210.xxx.xxx.xxx
Virginia,Virginia,United States,23454,36.8275,-76.0396,America/New_York,Cox Communications Inc.,Other,AS22773 Cox Communications Inc.,68.xxx.xxx.xxx
KwaZulu-Natal,KwaZulu-Natal,South Africa,4480,-29.2693,31.3545,Africa/Johannesburg,Telkom SA Ltd.,Other,AS37457 Telkom SA Ltd.,41.xxx.xxx.xxx
Massachusetts,Massachusetts,United States,2205,42.3515,-71.054,America/New_York,Fidelity Investments,Other,,155.xxx.xxx.xxx
Tokyo,Tokyo,Japan,105-0012,35.6552,139.761,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,126.xxx.xxx.xxx
Shaanxi,Shaanxi,China,,35.394,109.188,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE,1.xxx.xxx.xxx
Utrecht,Utrecht,The Netherlands,3512,52.0907,5.12142,Europe/Amsterdam,SURFnet III b,SURFnet bv,AS1101 SURF B.V.,145.xxx.xxx.xxx
Michigan,Michigan,United States,48901,42.7018,-84.4822,America/Detroit,FreedomNet,Other,AS22829 FreedomNet,44.xxx.xxx.xxx
Santiago Metropolitan,Santiago Metropolitan,Chile,,-33.375,-70.7176,America/Santiago,Telmex Servicios Empresariales S.A.,Other,AS6535 Telmex Servicios Empresariales S.A.,181.xxx.xxx.xxx
Illinois,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,Rackspace Hosting,Other,AS19994 Rackspace Hosting,104.xxx.xxx.xxx
Quebec,Quebec,Canada,G1W,46.7574,-71.2861,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee,24.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,26.xxx.xxx.xxx
Virginia,Virginia,United States,22030,38.8635,-77.3322,America/New_York,Diplomatic Telecommunications Services - Program Office (DTS-PO),Other,,169.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,139.xxx.xxx.xxx
Alabama,Alabama,United States,35201,33.5186,-86.8104,America/Chicago,National Aeronautics and Space Administration,Other,,131.xxx.xxx.xxx
Incheon,Incheon,South Korea,21443,37.5007,126.7076,Asia/Seoul,Korea Telecom,Other,AS4766 Korea Telecom,211.xxx.xxx.xxx
Texas,Texas,United States,77042,29.7285,-95.5645,America/Chicago,Verizon Business,Other,AS701 Verizon Business,198.xxx.xxx.xxx
Auckland,Auckland,New Zealand,1010,-36.8542,174.764,Pacific/Auckland,BBA-SPARK,Other,,122.xxx.xxx.xxx
Lombardy,Lombardy,Italy,25124,45.5252,10.2157,Europe/Rome,Imiweb Bank S.p.A,Other,,80.xxx.xxx.xxx
Tokyo,Tokyo,Japan,100-8111,35.6906,139.77,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION,106.xxx.xxx.xxx
Madrid,Madrid,Spain,28070,40.4168,-3.70379,Europe/Madrid,Telefonica De Espana S.A.U.,Other,AS3352 TELEFONICA DE ESPANA S.A.U.,194.xxx.xxx.xxx
Virginia,Virginia,United States,20120,38.8397,-77.4335,America/New_York,American Registry Internet Numbers,Other,,23.xxx.xxx.xxx
New Jersey,New Jersey,United States,7065,40.6123,-74.267,America/New_York,Merck and Co,Other,,54.xxx.xxx.xxx
Louisiana,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC",4.xxx.xxx.xxx
Stockholm County,Stockholm County,Sweden,100 04,59.3293,18.0686,Europe/Stockholm,Tele2 SWIPNET,Other,AS1257 Tele2 Sverige AB,77.xxx.xxx.xxx
North Holland,North Holland,The Netherlands,1098,52.3562,4.95125,Europe/Amsterdam,Schlumberger Limited,Other,AS72 Schlumberger Limited,129.xxx.xxx.xxx
Taiwan,Taiwan,Taiwan,,25.033,121.565,Asia/Taipei,Taiwan Fixed Network,Other,"AS9924 Taiwan Fixed Network, Telco and Network Service Provider.",210.xxx.xxx.xxx
Shanghai,Shanghai,China,,31.2222,121.4581,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group),114.xxx.xxx.xxx
Leinster,Leinster,Ireland,D02,53.3498,-6.26031,Europe/Dublin,Amazon Technologies Inc.,AWS EC2 (eu-west-1),"AS16509 Amazon.com, Inc.",52.xxx.xxx.xxx
California,California,United States,90009,34.0549,-118.243,America/Los_Angeles,Intercontinental Internet Data Corp,Other,AS35916 MULTACOM CORPORATION,156.xxx.xxx.xxx
Victoria,Victoria,Australia,3910,-38.1532,145.1944,Australia/Melbourne,SingTel Optus Pty Ltd,Other,AS4804 Microplex PTY LTD,49.xxx.xxx.xxx
Quebec,Quebec,Canada,H8N,45.4408,-73.6126,America/Toronto,Altima Telecom,Other,AS22423 Altima Telecom,38.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Other,,3.xxx.xxx.xxx
Tokyo,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB Corp.,AS17676 SoftBank Corp.,221.xxx.xxx.xxx
Rio de Janeiro,Rio de Janeiro,Brazil,20000-000,-22.9068,-43.1729,America/Sao_Paulo,Oi S.A. - Em Recuperação Judicial,Other,AS14571 Oi S.A. - Em Recuperação Judicial,187.xxx.xxx.xxx
Kuala Lumpur,Kuala Lumpur,Malaysia,50515,3.1408,101.6852,Asia/Kuala_Lumpur,TM TECHNOLOGY SERVICES SDN BHD,Adsl Streamyx,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.,115.xxx.xxx.xxx
Washington,Washington,United States,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",,147.xxx.xxx.xxx
District of Columbia,District of Columbia,United States,20548,38.8986,-77.0178,America/New_York,U.S. Government Accountability Office,Other,,161.xxx.xxx.xxx
California,California,United States,94109,37.783,-122.417,America/Los_Angeles,Microsoft Corporation,Other,AS8075 Microsoft Corporation,13.xxx.xxx.xxx
Washington,Washington,United States,98052,47.6694,-122.122,America/Los_Angeles,AT&T Mobility LLC,Other,,107.xxx.xxx.xxx
New Jersey,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,,48.xxx.xxx.xxx
Utrecht,Utrecht,The Netherlands,3512,52.0907,5.12142,Europe/Amsterdam,SURFnet III a,SURFnet bv,AS1101 SURF B.V.,145.xxx.xxx.xxx
South Holland,South Holland,The Netherlands,3066,51.9381,4.5445,Europe/Amsterdam,KPN B.V,Other,AS1136 KPN B.V.,46.xxx.xxx.xxx
Arizona,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center,55.xxx.xxx.xxx
Guangdong,Guangdong,China,,23.379,113.763,Asia/Shanghai,CHINANET-GD,Chinanet GD,,101.xxx.xxx.xxx
Federal District,Federal District,Brazil,70640,-15.7792,-47.9341,America/Sao_Paulo,Servico Federal De Processamento De Dados - Serpro,Other,AS10954 SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,200.xxx.xxx.xxx
New Jersey,New Jersey,United States,7175,40.7357,-74.1724,America/New_York,Verizon Business,Other,AS22394 Verizon Business,174.xxx.xxx.xxx
Moscow,Moscow,Russia,,55.6445,37.5411,Europe/Moscow,Telecom Service LLC,Other,AS51343 Telecom Service LLC,178.xxx.xxx.xxx
Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,Etelnet,Other,,119.xxx.xxx.xxx
Ontario,Ontario,Canada,M1X,43.8307,-79.21,America/Toronto,NSI (Holdings) Limited,Other,AS196962 NSI (Holdings) Limited,193.xxx.xxx.xxx
Virginia,Virginia,United States,20147,39.0519,-77.4523,America/New_York,DXC US Latin America Corporation,DXC US Latin America Corporation,AS21877 DXC US Latin America Corporation,20.xxx.xxx.xxx
Île-de-France,Île-de-France,France,78640,48.8194,1.89156,Europe/Paris,RENAULT,Other,,138.xxx.xxx.xxx
Bavaria,Bavaria,Germany,90475,49.405,11.1617,Europe/Berlin,Contabo GmbH,Other,AS51167 Contabo GmbH,173.xxx.xxx.xxx
Tokyo,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,CSF-CABLELINE,Other,,27.xxx.xxx.xxx
New Jersey,New Jersey,United States,7102,40.7369,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,,48.xxx.xxx.xxx
Illinois,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc.",162.xxx.xxx.xxx
California,California,United States,91335,34.1979,-118.5371,America/Los_Angeles,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",67.xxx.xxx.xxx
Virginia,Virginia,United States,23917,36.677696,-78.37471,America/New_York,Microsoft Corporation,Other,AS8070 Microsoft Corporation,20.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,UK Ministry of Defence,UK Ministry of Defence,,25.xxx.xxx.xxx
England,England,United Kingdom,NG12,52.9526,-1.01242,Europe/London,Virgin Media Limited,Other,AS5089 Virgin Media Limited,193.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,30.xxx.xxx.xxx
Tokyo,Tokyo,Japan,173-0031,35.7458,139.6911,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,126.xxx.xxx.xxx
Louisiana,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC",4.xxx.xxx.xxx
Michigan,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,,19.xxx.xxx.xxx
Maryland,Maryland,United States,21202,39.303,-76.6062,America/New_York,"Comcast Cable Communications, LLC",Other,"AS33657 Comcast Cable Communications, LLC",73.xxx.xxx.xxx
New York,New York,United States,10123,40.7128,-74.006,America/New_York,"AT&T Services, Inc.",Other,"AS7018 AT&T Services, Inc.",99.xxx.xxx.xxx
Texas,Texas,United States,77341,30.7159,-95.5548,America/Chicago,Sam Houston State University,Other,AS33187 Sam Houston State University,158.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,21.xxx.xxx.xxx
Federal District,Federal District,Brazil,72700,-15.6716,-48.2064,America/Sao_Paulo,V tal,Other,AS8167 V tal,179.xxx.xxx.xxx
Ohio,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center,21.xxx.xxx.xxx
Florida,Florida,United States,32837,28.3939,-81.4216,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc",35.xxx.xxx.xxx
Zhejiang,Zhejiang,China,,30.2742,120.155,Asia/Shanghai,Chinanet,Other,AS58461 CT-HangZhou-IDC,123.xxx.xxx.xxx
Virginia,Virginia,United States,20147,39.0519,-77.4523,America/New_York,Amazon.com,DXC US Latin America Corporation,,15.xxx.xxx.xxx
Texas,Texas,United States,76706,31.5154,-97.1219,America/Chicago,Texas State Technical College at Waco,Other,AS17327 Texas State Technical College at Waco,161.xxx.xxx.xxx
Baden-Wurttemberg,Baden-Wurttemberg,Germany,74072,49.1408,9.2149,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,84.xxx.xxx.xxx
Beijing,Beijing,China,,39.911,116.395,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",39.xxx.xxx.xxx
Guangdong,Guangdong,China,518000,22.5431,114.058,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited,121.xxx.xxx.xxx
Beijing,Beijing,China,100000,39.9042,116.407,Asia/Shanghai,China Networks Inter-Exchange,Other,AS4847 China Networks Inter-Exchange,117.xxx.xxx.xxx
Illinois,Illinois,United States,60016,42.0487,-87.8905,America/Chicago,Verizon Business,Verizon Business,AS6167 Verizon Business,174.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,Verizon Business,Other,AS702 Verizon Business,62.xxx.xxx.xxx
England,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,Serco Solutions Limited,Other,,85.xxx.xxx.xxx
Hesse,Hesse,Germany,65760,50.1333,8.57607,Europe/Berlin,Vodafone Global Enterprise Inc.,Other,AS3209 Vodafone GmbH,47.xxx.xxx.xxx
