Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
Arizona,United States,85***,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Beijing,China,,40.0,116.3,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,ITOCHU Techno-Solutions Corporation,ITOCHU Techno-Solutions Corporation,AS9993 ITOCHU Techno-Solutions Corporation
Ohio,United States,43***,40.1,-83.1,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc."
Mersin,Türkiye,33***,36.8,34.7,Europe/Istanbul,Broadmax Sub2,,AS44558 Netonline Bilisim Sirketi LTD
Centre,Burkina Faso,,12.4,-1.5,Africa/Ouagadougou,Virtual Technologies network,Virtual Technologies & Solutions,AS37721 Virtual Technologies & Solutions
Mexico City,Mexico,45**,19.3,-99.2,America/Mexico_City,UNINET,UNINET,
Kentucky,United States,41***,38.9,-84.5,America/New_York,Fuse Internet Access,FUSE ADSL Ports - CNESR1,AS6181 Cincinnati Bell Telephone Company LLC
England,United Kingdom,W1*,51.5,-0.1,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Shaanxi,China,,35.4,109.2,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Washington,United States,98***,47.6,-122.2,America/Los_Angeles,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
,,,,,,,,
Michigan,United States,48***,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
Belgrade,Serbia,,44.8,20.5,Europe/Belgrade,Telekom Srbija Internet Backbone Network,,AS8400 TELEKOM SRBIJA a.d.
Île-de-France,France,92***,48.9,2.2,Europe/Paris,Electricite de France SA,Electricite de France SA,
Capital Region,Denmark,25**,55.7,12.5,Europe/Copenhagen,DXC Technology Danmark,DXC Technology Danmark,
Washington,United States,98***,47.6,-122.1,America/Los_Angeles,Microsoft Corporation,Microsoft Corporation,AS8075 Microsoft Corporation
West Macedonia,Greece,,40.3,21.8,Europe/Athens,OTEnet,Ote SA,AS6799 Ote SA (Hellenic Telecommunications Organisation)
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Microsoft Corporation,Microsoft Corporation,
Illinois,United States,60***,41.9,-87.6,America/Chicago,A100 ROW Inc,A100 ROW Inc,
New York,United States,10***,40.7,-74.0,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS209 CenturyLink Communications, LLC"
Gansu,China,,35.8,104.3,Asia/Shanghai,Chinanet,Chinanet GS,AS4134 CHINANET-BACKBONE
Saxony-Anhalt,Germany,63**,51.5,11.5,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Jakarta,Indonesia,,-6.2,106.8,Asia/Jakarta,PT. INDOSAT Tbk,,AS4761 INDOSAT Internet Network Provider
Shandong,China,,36.7,117.0,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS24444 Shandong Mobile Communication Company Limited
Dubai,United Arab Emirates,17****,25.3,55.3,Asia/Dubai,Microsoft Corporation,Microsoft Azure Cloud (uaenorth),AS8075 Microsoft Corporation
North Chungcheong,South Korea,28*,36.6,127.5,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
Istanbul,Türkiye,34***,41.0,28.9,Europe/Istanbul,TurkTelecom,Turk Telekomunikasyon A.S,AS47331 TTNet A.S.
Washington,United States,99***,46.3,-119.3,America/Los_Angeles,ESnet,Battele Pacific Northwest Laboratory,AS292 ESnet
Beijing,China,10****,39.9,116.4,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
Hatay,Türkiye,31***,36.2,36.2,Europe/Istanbul,Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S
,,,,,,,,
New Jersey,United States,71**,40.7,-74.2,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Antioquia,Colombia,50***,6.3,-75.6,America/Bogota,Telmex Colombia S.A.,Telmex Colombia S.A.,AS10620 Telmex Colombia S.A.
Florida,United States,33***,25.9,-80.1,America/New_York,Breezeline,"Atlantic Broadband Finance, LLC",AS11776 Breezeline
Leinster,Ireland,D0*,53.3,-6.3,Europe/Dublin,"Amazon.com, Inc.","Trimble, Inc.","AS16509 Amazon.com, Inc."
Île-de-France,France,75***,48.8,2.4,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR SA,AS15557 Societe Francaise Du Radiotelephone - SFR SA
West Virginia,United States,25***,37.8,-81.2,America/New_York,Frontier Communications Solutions,ADSL Frontier Communications Bluefield WV,"AS5650 Frontier Communications of America, Inc."
,,,,,,,,
Streymoy,Faroe Islands,18*,62.0,-6.8,Atlantic/Faroe,Faroese Telecom,,AS15389 P/F Telefonverkid
Emilia-Romagna,Italy,40***,44.5,11.4,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
,,,,,,,,
,,,,,,,,
England,United Kingdom,LE*****,52.6,-1.1,Europe/London,Jisc Services Limited,De Montfort University,AS786 Jisc Services Limited
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Beijing,China,,39.9,116.4,Asia/Shanghai,China Unicom Beijing Province Network,,AS4808 China Unicom Beijing Province Network
Hesse,Germany,36***,50.6,9.7,Europe/Berlin,NETHINKS GmbH,NETHINKS GmbH,AS8319 NETHINKS GmbH
Lazio,Italy,18*,41.9,12.4,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
Central and Western District,Hong Kong,,22.3,114.2,Asia/Hong_Kong,ADA Digital Global Inc,Waterloo Network Company Limited,AS5065 Bunny Communications
Connecticut,United States,68**,41.1,-73.4,America/New_York,Xerox Corporation,Xerox Corporation,
Georgia,United States,30***,33.8,-84.4,America/New_York,BellSouth.net Inc.,GSP ADSL EEUA,AS8075 Microsoft Corporation
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
England,United Kingdom,W1*,51.5,-0.1,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
California,United States,94***,37.4,-122.1,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Tuscany,Italy,50***,43.8,11.2,Europe/Rome,Consortium GARR,Universita' degli Studi di Firenze,AS137 Consortium GARR
Arizona,United States,85***,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Michigan,United States,48***,42.2,-83.7,America/Detroit,Merit Network Inc.,Merit Network Inc,
New Jersey,United States,71**,40.7,-74.2,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc.",
Sverdlovsk Oblast,Russia,62****,56.8,60.6,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding"" Yekaterinburg branch",CJSC ER-Telecom Holding Yekaterinburg,"AS51604 JSC ""ER-Telecom Holding"""
British Columbia,Canada,V1*,49.9,-119.5,America/Vancouver,Shaw Communications Inc.,Shaw Communications Inc,AS6327 Shaw Communications Inc.
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
California,United States,92***,32.8,-117.2,America/Los_Angeles,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
Georgia,United States,31***,31.5,-84.1,America/New_York,Mediacom Communications Corp,Mediacom Communications Corp,AS30036 Mediacom Communications Corp
,,,,,,,,
Arizona,United States,85***,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Florida,United States,32***,30.7,-87.0,America/Chicago,Mediacom Communications,demia005cm9,AS30036 Mediacom Communications Corp
California,United States,94***,37.4,-122.1,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
North Rhine-Westphalia,Germany,40***,51.2,6.7,Europe/Berlin,Vodafone GmbH,Vodafone GmbH,
Alabama,United States,36***,32.4,-86.2,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS749 DoD Network Information Center
Gauteng,South Africa,21**,-26.2,28.1,Africa/Johannesburg,Dimension Data,Dimension Data,AS3741 Dimension Data
São Paulo,Brazil,01*******,-23.6,-46.6,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
,,,,,,,,
Beijing,China,,39.9,116.4,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
Washington,United States,98***,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
North Holland,Netherlands,10**,52.4,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
Madrid,Spain,28***,40.5,-3.7,Europe/Madrid,UNI2,,AS12479 Orange Espagne SA
Iowa,United States,,41.3,-95.9,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
North Brabant,The Netherlands,47**,51.7,4.5,Europe/Amsterdam,Surf B.V.,Avans,AS1103 SURF B.V.
Saitama,Japan,33******,35.8,139.7,Asia/Tokyo,"JCOM Co., Ltd.","JCOM Co., Ltd","AS9824 JCOM Co., Ltd."
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Florida,United States,32***,28.7,-81.4,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
Virginia,United States,20***,39.1,-77.5,America/New_York,DXC US Latin America Corporation,DXC US Latin America Corporation,
,,,,,,,,
North Carolina,United States,28***,34.2,-77.9,America/New_York,Charter Communications,Spectrum,AS20115 Charter Communications
,,,,,,,,
Indiana,United States,46***,39.8,-86.2,America/Chicago,AT&T Services,"AT&T Services, Inc.",
,,,,,,,,
Pennsylvania,United States,19***,40.0,-75.2,America/New_York,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
Nairobi County,Kenya,98**,-1.3,36.8,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
Troms,Norway,90**,69.7,19.0,Europe/Oslo,Sikt - Kunnskapssektorens Tjenesteleverandor,"Dep. of Information Technology, University of Tromso",AS224 SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR
Illinois,United States,60***,41.9,-87.6,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Jiangsu,China,,31.6,120.3,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
New Taipei,Taiwan,,24.9,121.6,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
,,,,,,,,
Sichuan,China,,30.3,102.8,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
Rheinland-Pfalz,Germany,67***,49.5,8.4,Europe/Berlin,Telefonica O2 Germany,Telefonica Germany GmbH & Co.,AS6805 Telefonica Germany GmbH & Co.OHG
Plaines Wilhems District,Mauritius,,-20.2,57.5,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Pennsylvania,United States,19***,40.0,-75.2,America/New_York,Hotwire Communications,Hotwire Business Solutions,"AS3356 Level 3 Parent, LLC"
Saitama,Japan,33******,35.8,139.7,Asia/Tokyo,NTT-ME Corporation,XePhion,AS9595 NTT-ME Corporation
California,United States,94***,37.8,-122.0,America/Los_Angeles,Chevron Corporation,Chevron Corporation,
Arizona,United States,85***,32.4,-111.1,America/Phoenix,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33653 Comcast Cable Communications, LLC"
Texas,United States,78***,30.3,-97.7,America/Chicago,"SWITCH, LTD","SWITCH, LTD","AS23005 SWITCH, LTD"
Texas,United States,78***,29.4,-98.5,America/Chicago,Aptum Technologies,Cogeco Peer 1,AS13768 Aptum Technologies
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
California,United States,95***,37.2,-121.8,America/Los_Angeles,"8x8, Inc.","8x8, Inc","AS13896 8x8, Inc."
Thuringia,Germany,99***,50.8,11.0,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
District of Columbia,United States,20***,38.9,-77.0,America/New_York,Verizon Business,Central Intelligence Agency,AS7046 Verizon Business
Indiana,United States,46***,41.7,-86.9,America/Chicago,Purdue University,Purdue University Northwest,AS17 Purdue University
Louisiana,United States,71***,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
North Brabant,The Netherlands,56**,51.4,5.5,Europe/Amsterdam,Koninklijke Philips N.V.,Koninklijke Philips N.V.,
Île-de-France,France,75***,48.8,2.4,Europe/Paris,"Amazon.com, Inc.","Palo Alto Networks, Inc","AS16509 Amazon.com, Inc."
Zhejiang,China,,28.5,119.9,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
England,United Kingdom,S1***,53.4,-1.5,Europe/London,ASK4 Limited,Ask4 Limited,AS41230 ASK4 Limited
Guangdong,China,,23.1,113.3,Asia/Shanghai,China Unicom Guangdong Province Network,,AS17816 China Unicom IP network China169 Guangdong province
England,United Kingdom,AL******,51.8,-0.2,Europe/London,EE Limited,Orange PCS GPRS Services,AS12576 EE Limited
,,,,,,,,
Colorado,United States,80***,39.5,-104.8,America/Denver,Comcast Cable Communications,"Comcast Cable Communications Holdings, Inc","AS33652 Comcast Cable Communications, LLC"
Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
Wisconsin,United States,53***,43.0,-87.9,America/Chicago,"AT&T Services, Inc.",Sundquist LAW Office,"AS7018 AT&T Services, Inc."
,,,,,,,,
,,,,,,,,
Oregon,United States,97***,45.5,-122.8,America/Los_Angeles,Nike,"Nike, Inc.",
Hesse,Germany,60***,50.1,8.7,Europe/Berlin,AXESS Networks Solutions Germany GmbH,Customer AXESS EMEA,AS39151 AXESS Networks Solutions Germany GmbH
Colorado,United States,80***,39.1,-104.8,America/Denver,"VELOCITY, A MANAGED SERVICES COMPANY",Velocity Inc,"AS62728 VELOCITY, A MANAGED SERVICES COMPANY"
England,United Kingdom,LE*,52.7,-1.1,Europe/London,TalkTalk,TalkTalk Communications Limited,AS13285 TalkTalk Communications Limited
New York,United States,10***,40.7,-74.0,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS3561 CenturyLink Communications, LLC"
Central Region,Uganda,,0.3,32.6,Africa/Kampala,Airtel UG,Mobile Data Service 2G,AS37075 Airtel Uganda Limited
Rajasthan,India,30****,27.0,75.7,Asia/Kolkata,Bharti Airtel,Bharti Airtel Ltd,AS45609 Bharti Airtel Ltd. AS for GPRS Service
Auvergne-Rhône-Alpes,France,63***,45.8,3.1,Europe/Paris,BE YS Cloud France SASU,Almerys,AS200102 BE YS Cloud France SASU
Beijing,China,10****,39.9,116.4,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
,,,,,,,,
Guangdong,China,,23.4,113.8,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Tianjin,China,,39.1,117.2,Asia/Shanghai,CNC Group CHINA169 Tianjin Province Network,,AS4837 CHINA UNICOM China169 Backbone
Kwai Tsing,Hong Kong,,22.3,114.1,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
Arizona,United States,85***,33.5,-112.2,America/Phoenix,Cox Communications Inc.,Cox Communications,AS22773 Cox Communications Inc.
Saint James Parish,Jamaica,,18.5,-77.9,America/Jamaica,FLOW,Columbus Networks USA,AS30689 FLOW
Nevada,United States,89***,36.2,-115.2,America/Los_Angeles,State of Nevada,State of Nevada,AS21783 State of Nevada
Jihocesky kraj,Czechia,37****,49.0,14.5,Europe/Prague,T-Mobile Czech Republic,,AS13036 T-Mobile Czech Republic a.s.
,,,,,,,,
Stockholm County,Sweden,10****,59.3,18.1,Europe/Stockholm,Bredband2 AB,Bredband2,AS29518 Bredband2 AB
Giza,Egypt,,30.1,31.0,Africa/Cairo,Vodafone Data,,AS36935 Vodafone Data
Stockholm County,Sweden,10****,59.3,18.1,Europe/Stockholm,Telenor Sverige AB,Bredbandsbolaget,AS2119 Telenor Norge AS
Nouvelle-Aquitaine,France,86***,46.6,0.3,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR Infra,AS15557 Societe Francaise Du Radiotelephone - SFR SA
National Capital Territory of Delhi,India,11****,28.7,77.2,Asia/Kolkata,ANI EXTREEM BROADBAND,,AS132116 Ani Network Pvt Ltd
England,United Kingdom,W1*,51.5,-0.1,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Bavaria,Germany,83***,48.0,12.5,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
England,United Kingdom,CT*,51.4,1.4,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
Washington,United States,98***,47.6,-122.1,America/Los_Angeles,Microsoft Corporation,Microsoft Corporation,AS8075 Microsoft Corporation
England,United Kingdom,NW*,51.6,-0.2,Europe/London,TalkTalk,Carphone Warehouse Broadband Services,AS13285 TalkTalk Communications Limited
Arizona,United States,85***,31.6,-110.4,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Michigan,United States,48***,42.4,-83.5,America/Detroit,Freudenberg-NOK General Parternership,Freudenberg-NOK General Parternership,
Texas,United States,78***,29.4,-98.5,America/Chicago,City of San Antonio,City of San Antonio,AS3709 City of San Antonio
,,,,,,,,
Mariy-El Republic,Russia,42****,56.6,47.9,Europe/Moscow,"JSC ""ER-Telecom Holding""","JSC ""ER-Telecom Holding"" Yoshkar-Ola Branch","AS41786 JSC ""ER-Telecom Holding"""
California,United States,94***,37.6,-122.3,America/Los_Angeles,CenturyLink Communications,Sony Computer Entertainment-Network Platform/Infrastructure,"AS3561 CenturyLink Communications, LLC"
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
California,United States,92***,35.3,-116.8,America/Los_Angeles,Goldstone (Deep Space Network) Facility,Goldstone (Deep Space Network) Facility,AS297 National Aeronautics and Space Administration
São Paulo,Brazil,10**,-23.6,-46.6,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda
Shanghai,China,,31.1,121.4,Asia/Shanghai,Oriental Cable Network Co,,"AS9812 Oriental Cable Network Co., Ltd."
Prague,Czechia,46****,50.1,14.5,Europe/Prague,"Quantcom, a.s.",Dial Telecom,"AS29208 Quantcom, a.s."
Mie,Japan,51******,35.1,136.7,Asia/Tokyo,"Chubu Telecommunications Company, Inc.","Chubu Telecommunications Co., Inc.","AS18126 Chubu Telecommunications Company, Inc."
Beijing,China,10****,39.9,116.4,Asia/Shanghai,HWCSNET,Huawei Public Cloud Service,
,,,,,,,,
Arizona,United States,85***,33.5,-112.1,America/Phoenix,Dignity Health,Dignity Health,
Central and Western District,Hong Kong,,22.3,114.2,Asia/Hong_Kong,Google LLC,Google Cloud (asia-east2),AS15169 Google LLC
Australian Capital Territory,Australia,26**,-35.3,149.1,Australia/Sydney,Australian Crime Commission,Australian Crime Commission,
Alabama,United States,36***,32.4,-86.2,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS749 DoD Network Information Center
Istanbul,Türkiye,34***,41.0,28.9,Europe/Istanbul,descr Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S
Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS138 DoD Network Information Center
Gyeonggi-do,South Korea,10*,37.7,126.8,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
