City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
Settimo Torinese,Piedmont,Italy,10036,45.0,8.0,Europe/Rome,Vodafone,,AS30722 Vodafone Italia S.p.A.
Kista,Stockholm County,Sweden,164 00,59.0,18.0,Europe/Stockholm,Ericsson Inc.,Ericsson AB,AS158 Ericsson Inc.
,,,,,,,,,
Cape Town,Western Cape,South Africa,7441,-34.0,18.0,Africa/Johannesburg,Vodacom UMTS Cape Town Western Cape INTERNET APN,,AS29975 Vodacom
Indianapolis,Indiana,United States,46204,40.0,-86.0,America/Chicago,AT&T Services,"AT&T Services, Inc.",
,,,,,,,,,
Linkou District,New Taipei,Taiwan,,25.0,121.0,Asia/Taipei,T-TYRC.EDU.TW,National Central University,AS1659 Taiwan Academic Network (TANet) Information Center
,,,,,,,,,
Hyderabad,Telangana,India,500032,17.0,78.0,Asia/Kolkata,Reliance Jio Infocomm Limited,Reliance Jio Infocomm Limited,AS55836 Reliance Jio Infocomm Limited
Tokyo,Tokyo,Japan,151-0071,36.0,140.0,Asia/Tokyo,NTN,NTN corporation,"AS2514 NTT PC Communications, Inc."
Fortaleza,Ceará,Brazil,60000,-4.0,-39.0,America/Fortaleza,Secretaria Municipal De Planejamento Orcamento E G,Secretaria Municipal De Planejamento Orcamento E G,AS269175 SECRETARIA MUNICIPAL DE PLANEJAMENTO ORCAMENTO E G
New York,New York,United States,10123,41.0,-74.0,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Chiyoda,Tokyo,Japan,100-8111,36.0,140.0,Asia/Tokyo,NTT Communications Corporation,Mitsubishi Corporation,AS4713 NTT Communications Corporation
Shimomeguro,Tokyo,Japan,153-0061,36.0,140.0,Asia/Tokyo,Keio University,KEIO,AS38635 Keio University
Shumen,Shumen,Bulgaria,9700,43.0,27.0,Europe/Sofia,A1 Bulgaria EAD,Blizoo Media and Broadband EAD,AS13124 A1 Bulgaria EAD
Atlanta,Georgia,United States,30302,34.0,-84.0,America/New_York,"Wayport, LLC","Wayport, LLC",AS14654 AT&T Corp.
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,DoD Network Information Center,USAISC,AS367 DoD Network Information Center
,,,,,,,,,
Bedlington,England,United Kingdom,NE22,55.0,-2.0,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,"Headquarters, USAISC",USAISC,"AS1530 Headquarters, USAISC"
Tallinn,Harjumaa,Estonia,,59.0,25.0,Europe/Tallinn,Telia Eesti AS,Elion Enterprises Ltd.,AS3249 Telia Eesti AS
Oslo,Oslo County,Norway,1,60.0,11.0,Europe/Oslo,Norsk Regnesentral,NR NCC,AS59863 Norsk Regnesentral
Toronto,Ontario,Canada,,44.0,-79.0,America/Toronto,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (ca-central-1),
Ningbo,Zhejiang,China,,30.0,122.0,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,DWP,,
Hong Kong,Central and Western District,Hong Kong,,22.0,114.0,Asia/Hong_Kong,Shenzhen Tencent Computer Systems Company Limited,Tencent Cloud Computing,"AS132203 Tencent Building, Kejizhongyi Avenue"
Chennai,Tamil Nadu,India,600041,13.0,80.0,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,AS17488 Hathway IP Over Cable Internet
San Jose,California,United States,95141,37.0,-122.0,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
Friesoythe,Lower Saxony,Germany,26169,53.0,8.0,Europe/Berlin,EWE TEL GmbH,EWE TEL GmbH,AS9145 EWE TEL GmbH
Vienna,Vienna,Austria,1090,48.0,16.0,Europe/Vienna,A1 Telekom Austria AG,A1 Telekom Austria AG,AS8447 A1 Telekom Austria AG
Charlotte,North Carolina,United States,28273,35.0,-81.0,America/New_York,Atos IT Solutions and Services Inc,Arrowpoint Capital,AS33745 Atos IT Solutions and Services Inc
Princeton,New Jersey,United States,8540,40.0,-75.0,America/New_York,S&P Global Inc.,S&P Global Inc,
Seattle,Washington,United States,98108,48.0,-122.0,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
,,,,,,,,,
,,,,,,,,,
Ariano nel Polesine,Veneto,Italy,44026,45.0,12.0,Europe/Rome,Delta Web Spa,,AS49653 CADF S.p.A
Natchitoches,Louisiana,United States,71457,32.0,-93.0,America/Chicago,State of Louisiana Office of Technology Services,"Louisiana School the Math, Science, and Arts",AS2048 State of Louisiana Office of Technology Services
Irving,Texas,United States,75063,33.0,-97.0,America/Chicago,NEC Corporation of America,"NEC USA, Inc.",AS13636 NEC Corporation of America
,,,,,,,,,
Kondopoga,Karelia,Russia,186220,62.0,34.0,Europe/Moscow,TRANS-TELECOM,,AS20485 Joint Stock Company TransTeleCom
Shanghai,Shanghai,China,,31.0,121.0,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
Cairo,Cairo Governorate,Egypt,,30.0,31.0,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
New Pekin,Indiana,United States,47165,38.0,-86.0,America/Indiana/Indianapolis,Intelligent Fiber Network,Washington County RTC,AS3131 Tele-Media Solutions
Monroe,Louisiana,United States,71203,33.0,-92.0,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Imus,Calabarzon,Philippines,4103,14.0,121.0,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
Cairo,Cairo Governorate,Egypt,,30.0,31.0,Africa/Cairo,TE Data,,AS8452 TE-AS
,,,,,,,,,
Zurich,Zurich,Switzerland,8001,47.0,9.0,Europe/Zurich,UBINET-INTERNET,UBS AG,
Greenwood Village,Colorado,United States,80111,40.0,-105.0,America/Denver,Spectrum,Charter Communications,
,,,,,,,,,
Cupertino,California,United States,95014,37.0,-122.0,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
Frankfurt am Main,Hesse,Germany,60326,50.0,9.0,Europe/Berlin,Equinix Frankfurt,Equinix (Germany) GmbH,AS15830 Equinix (EMEA) Acquisition Enterprises B.V.
Taipei,Taiwan,Taiwan,,25.0,122.0,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
Istanbul,Istanbul,Türkiye,34096,41.0,29.0,Europe/Istanbul,Site 1,,AS15924 Vodafone Net Iletisim Hizmetler AS
Shenzhen,Guangdong,China,518000,23.0,114.0,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
Negishi,Saitama,Japan,336-0021,36.0,140.0,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
,,,,,,,,,
Handan,Hebei,China,,37.0,114.0,Asia/Shanghai,China Unicom Hebei Province Network,,AS4837 CHINA UNICOM China169 Backbone
,,,,,,,,,
Malakāpuram,Andhra Pradesh,India,530011,18.0,83.0,Asia/Kolkata,Bharti Airtel Limited,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service
Minato-ku,Tokyo,Japan,206-0042,36.0,140.0,Asia/Tokyo,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
,,,,,,,,,
,,,,,,,,,
Sacramento,California,United States,95814,39.0,-122.0,America/Los_Angeles,California Department of Technology,California Department of Insurance,AS1226 California Department of Technology
,,,,,,,,,
,,,,,,,,,
Doylestown,Pennsylvania,United States,18901,40.0,-75.0,America/New_York,Service Provider Corporation,Service Provider Corporation,
Ottawa,Ontario,Canada,K2P,45.0,-76.0,America/Toronto,Public Works and Government Services Canada,Public Works and Government Services Canada,
Taguig,Metro Manila,Philippines,1639,15.0,121.0,Asia/Manila,Philippine Long Distance Telephone Co.,Philippine Long Distance Telephone Co,AS9299 Philippine Long Distance Telephone Company
Minato-ku,Tokyo,Japan,104-0045,36.0,140.0,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Atlanta,Georgia,United States,30309,34.0,-84.0,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
Gwangjin-gu,Seoul,South Korea,51,38.0,127.0,Asia/Seoul,DACOM-PUBNETPLUS,Pubnetplus,AS9316 DACOM-PUBNETPLUS
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Microsoft Limited,Microsoft Limited,
Raleigh,North Carolina,United States,27668,36.0,-79.0,America/New_York,United States Postal Service.,United States Postal Service,
Mumbai,Maharashtra,India,400001,19.0,73.0,Asia/Kolkata,Amazon Technologies Inc.,AWS EC2 (ap-south-1),"AS16509 Amazon.com, Inc."
London,England,United Kingdom,W1D 3DX,52.0,-0.0,Europe/London,Barefruit Ltd,Barefruit Ltd,
Redwood City,California,United States,94063,37.0,-122.0,America/Los_Angeles,Turn Inc.,Turn Inc,
,,,,,,,,,
Seattle,Washington,United States,98109,48.0,-122.0,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,,
Adelaide,South Australia,Australia,5109,-35.0,139.0,Australia/Adelaide,Telstra Internet,,AS1221 Telstra Corporation Ltd
Singapore,North West,Singapore,858877,1.0,104.0,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
Atlanta,Georgia,United States,30308,34.0,-84.0,America/New_York,NCR Corporation,NCR Corporation,AS14962 NCR Corporation
,,,,,,,,,
Banqiao,Taipei,Taiwan,,25.0,121.0,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
,,,,,,,,,
The Woodlands,Texas,United States,77380,30.0,-95.0,America/Chicago,Anadarko Petroleum Corporation,Anadarko Petroleum Corporation,
,,,,,,,,,
,,,,,,,,,
Chagrin Falls,Ohio,United States,44022,41.0,-81.0,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS6167 Verizon Business
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Nutley,New Jersey,United States,7110,41.0,-74.0,America/New_York,RADIANZ Americas,"RADIANZ Americas, Inc",
Umeå,Västerbotten County,Sweden,900 01,64.0,20.0,Europe/Stockholm,"UMDAC, Umea University","UMDAC, Umea University","AS12501 UMDAC, Umea University"
Quezon City,Metro Manila,Philippines,1100,15.0,121.0,Asia/Manila,Philippine Long Distance Telephone Co.,,AS9299 Philippine Long Distance Telephone Company
,,,,,,,,,
,,,,,,,,,
Ichibachō,Chiba,Japan,260-0851,36.0,140.0,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Jakarta,Jakarta,Indonesia,,-6.0,107.0,Asia/Jakarta,PT Telekomunikasi Selular Indonesia,PT.TELKOMSEL Indonesia,AS23693 PT. Telekomunikasi Selular
Cheyenne,Wyoming,United States,82010,41.0,-105.0,America/Denver,T-Mobile USA,Sprint Cheyenne POP,
Council Bluffs,Iowa,United States,,41.0,-96.0,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
Kolkata,West Bengal,India,700053,23.0,88.0,Asia/Kolkata,AIRCEL,Aircel Limited,
North Bay,Ontario,Canada,P1B,46.0,-80.0,America/Toronto,Cogeco Communications Inc.,Cogeco Cable Canada Inc.,AS7992 Cogeco Connexion Inc.
Billings,Montana,United States,59103,46.0,-109.0,America/Denver,Charter Communications,Spectrum,AS33588 Charter Communications
Kloten,Zurich,Switzerland,8302,47.0,9.0,Europe/Zurich,Provider:Swisscom IP-Plus,Bundesamt fuer Meteorologie und Klimatologie,AS559 SWITCH
Hangzhou,Zhejiang,China,310000,30.0,120.0,Asia/Shanghai,Chinanet,ZJ ZF New Material Co,AS4134 CHINANET-BACKBONE
Porto Alegre,Rio Grande do Sul,Brazil,,-30.0,-51.0,America/Sao_Paulo,Universidade Federal do Rio Grande do Sul,Universidade Federal do Rio Grande do Sul,AS19200 Universidade Federal do Rio Grande do Sul
Atlanta,Georgia,United States,30302,34.0,-84.0,America/New_York,Spectrum,Road Runner,AS11426 Charter Communications Inc
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,CTNOSC,USAISC,AS367 DoD Network Information Center
Chicago,Illinois,United States,60666,42.0,-88.0,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Symonston,Australian Capital Territory,Australia,2609,-35.0,149.0,Australia/Sydney,AUSLIG,Auslig,
,,,,,,,,,
Hyakuninchō,Tokyo,Japan,169-0071,36.0,140.0,Asia/Tokyo,"National University Corporation, Ehime University",,"AS131897 National University Corporation ,Ehime University"
Montreal,Quebec,Canada,H3T,46.0,-74.0,America/Toronto,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),University of Montreal,AS376 Reseau d'Informations Scientifiques du Quebec (RISQ Inc.)
,,,,,,,,,
New York,New York,United States,10271,41.0,-74.0,America/New_York,Mediaocean LLC,Mediaocean LLC,
,,,,,,,,,
Edmonton,Alberta,Canada,T5J,54.0,-114.0,America/Edmonton,Reserved AS,Edmonton Power,AS23448 ASN-EPCOR
Tehran,Tehran,Iran,,36.0,51.0,Asia/Tehran,Sepanta Internet and MPLS Service Provider,Sepanta Communication Development Co. Ltd,AS39074 Sepanta Communication Development Co. Ltd
Madrid,Madrid,Spain,28044,40.0,-4.0,Europe/Madrid,Entidad Publica Empresarial Red.es,UPM,AS766 Entidad Publica Empresarial Red.es
Shanghai,Shanghai,China,,31.0,121.0,Asia/Shanghai,China Unicom CHINA169 Shanghai Province Network,,AS17621 China Unicom Shanghai network
Ichigaochō,Kanagawa,Japan,225-0021,36.0,140.0,Asia/Tokyo,UCOM Corp.,UCOM Corporation,AS17506 ARTERIA Networks Corporation
Chennai,Tamil Nadu,India,600001,13.0,80.0,Asia/Kolkata,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.
Richmond,British Columbia,Canada,V7E,49.0,-123.0,America/Vancouver,University of British Columbia,University of British Columbia,AS393249 University of British Columbia
Luxembourg,Luxembourg,Luxembourg,L-1661,50.0,6.0,Europe/Luxembourg,POST Luxembourg,EPT,AS6661 POST Luxembourg
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Haidian,Beijing,China,,40.0,116.0,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
Chiyoda,Tokyo,Japan,100-8111,36.0,140.0,Asia/Tokyo,ITOCHU Techno-Solutions Corporation,ITOCHU Techno-Solutions Corporation,AS9993 ITOCHU Techno-Solutions Corporation
Dublin,Ohio,United States,43017,40.0,-83.0,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc."
Mersin,Mersin,Türkiye,33010,37.0,35.0,Europe/Istanbul,Broadmax Sub2,,AS44558 Netonline Bilisim Sirketi LTD
Ouagadougou,Centre,Burkina Faso,,12.0,-2.0,Africa/Ouagadougou,Virtual Technologies network,Virtual Technologies & Solutions,AS37721 Virtual Technologies & Solutions
Mexico City,Mexico City,Mexico,4530,19.0,-99.0,America/Mexico_City,UNINET,UNINET,
Independence,Kentucky,United States,41051,39.0,-85.0,America/New_York,Fuse Internet Access,FUSE ADSL Ports - CNESR1,AS6181 Cincinnati Bell Telephone Company LLC
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Yintai,Shaanxi,China,,35.0,109.0,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Bellevue,Washington,United States,98006,48.0,-122.0,America/Los_Angeles,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
,,,,,,,,,
Dearborn,Michigan,United States,48121,42.0,-83.0,America/Detroit,Ford Motor Company,Ford Motor Company,
Belgrade,Belgrade,Serbia,,45.0,20.0,Europe/Belgrade,Telekom Srbija Internet Backbone Network,,AS8400 TELEKOM SRBIJA a.d.
Nanterre,Île-de-France,France,92000,49.0,2.0,Europe/Paris,Electricite de France SA,Electricite de France SA,
Copenhagen,Capital Region,Denmark,2500,56.0,12.0,Europe/Copenhagen,DXC Technology Danmark,DXC Technology Danmark,
Redmond,Washington,United States,98052,48.0,-122.0,America/Los_Angeles,Microsoft Corporation,Microsoft Corporation,AS8075 Microsoft Corporation
Kozani,West Macedonia,Greece,,40.0,22.0,Europe/Athens,OTEnet,Ote SA,AS6799 Ote SA (Hellenic Telecommunications Organisation)
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Microsoft Corporation,Microsoft Corporation,
Chicago,Illinois,United States,60666,42.0,-88.0,America/Chicago,A100 ROW Inc,A100 ROW Inc,
New York,New York,United States,10123,41.0,-74.0,America/New_York,"CenturyLink Communications, LLC","CenturyLink Communications, LLC","AS209 CenturyLink Communications, LLC"
Yuzhong Chengguanzhen,Gansu,China,,36.0,104.0,Asia/Shanghai,Chinanet,Chinanet GS,AS4134 CHINANET-BACKBONE
Helbra,Saxony-Anhalt,Germany,6311,52.0,12.0,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Jakarta,Jakarta,Indonesia,,-6.0,107.0,Asia/Jakarta,PT. INDOSAT Tbk,,AS4761 INDOSAT Internet Network Provider
Jinan,Shandong,China,,37.0,117.0,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS24444 Shandong Mobile Communication Company Limited
Dubai,Dubai,United Arab Emirates,171103,25.0,55.0,Asia/Dubai,Microsoft Corporation,Microsoft Azure Cloud (uaenorth),AS8075 Microsoft Corporation
Cheongju-si,North Chungcheong,South Korea,286,37.0,127.0,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
Istanbul,Istanbul,Türkiye,34015,41.0,29.0,Europe/Istanbul,TurkTelecom,Turk Telekomunikasyon A.S,AS47331 TTNet A.S.
Richland,Washington,United States,99352,46.0,-119.0,America/Los_Angeles,ESnet,Battele Pacific Northwest Laboratory,AS292 ESnet
Beijing,Beijing,China,100000,40.0,116.0,Asia/Shanghai,"Hangzhou Alibaba Advertising Co., Ltd.",Aliyun Computing Co.,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
Antakya,Hatay,Türkiye,31160,36.0,36.0,Europe/Istanbul,Avea Iletisim Hizmetleri,Avea Iletisim Hizmetleri A.S,AS20978 TT Mobil Iletisim Hizmetleri A.S
,,,,,,,,,
Newark,New Jersey,United States,7102,41.0,-74.0,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Medellín,Antioquia,Colombia,50043,6.0,-76.0,America/Bogota,Telmex Colombia S.A.,Telmex Colombia S.A.,AS10620 Telmex Colombia S.A.
Sunny Isles Beach,Florida,United States,33160,26.0,-80.0,America/New_York,Breezeline,"Atlantic Broadband Finance, LLC",AS11776 Breezeline
Dublin,Leinster,Ireland,D02,53.0,-6.0,Europe/Dublin,"Amazon.com, Inc.","Trimble, Inc.","AS16509 Amazon.com, Inc."
Paris,Île-de-France,France,75020,49.0,2.0,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,SFR SA,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Beckley,West Virginia,United States,25801,38.0,-81.0,America/New_York,Frontier Communications Solutions,ADSL Frontier Communications Bluefield WV,"AS5650 Frontier Communications of America, Inc."
,,,,,,,,,
Hoyvík,Streymoy,Faroe Islands,188,62.0,-7.0,Atlantic/Faroe,Faroese Telecom,,AS15389 P/F Telefonverkid
Bologna,Emilia-Romagna,Italy,40128,44.0,11.0,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
,,,,,,,,,
,,,,,,,,,
Leicester,England,United Kingdom,LE1 9BH,53.0,-1.0,Europe/London,Jisc Services Limited,De Montfort University,AS786 Jisc Services Limited
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Beijing,Beijing,China,,40.0,116.0,Asia/Shanghai,China Unicom Beijing Province Network,,AS4808 China Unicom Beijing Province Network
Fulda,Hesse,Germany,36037,51.0,10.0,Europe/Berlin,NETHINKS GmbH,NETHINKS GmbH,AS8319 NETHINKS GmbH
Rome,Lazio,Italy,187,42.0,12.0,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
Hong Kong,Central and Western District,Hong Kong,,22.0,114.0,Asia/Hong_Kong,ADA Digital Global Inc,Waterloo Network Company Limited,AS5065 Bunny Communications
Norwalk,Connecticut,United States,6851,41.0,-73.0,America/New_York,Xerox Corporation,Xerox Corporation,
Atlanta,Georgia,United States,30324,34.0,-84.0,America/New_York,BellSouth.net Inc.,GSP ADSL EEUA,AS8075 Microsoft Corporation
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
Palo Alto,California,United States,94304,37.0,-122.0,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Florence,Tuscany,Italy,50100,44.0,11.0,Europe/Rome,Consortium GARR,Universita' degli Studi di Firenze,AS137 Consortium GARR
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Ann Arbor,Michigan,United States,48108,42.0,-84.0,America/Detroit,Merit Network Inc.,Merit Network Inc,
Newark,New Jersey,United States,7102,41.0,-74.0,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Seattle,Washington,United States,98108,48.0,-122.0,America/Los_Angeles,Amazon.com,"Amazon.com, Inc.",
Yekaterinburg,Sverdlovsk Oblast,Russia,620000,57.0,61.0,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding"" Yekaterinburg branch",CJSC ER-Telecom Holding Yekaterinburg,"AS51604 JSC ""ER-Telecom Holding"""
Kelowna,British Columbia,Canada,V1Y,50.0,-119.0,America/Vancouver,Shaw Communications Inc.,Shaw Communications Inc,AS6327 Shaw Communications Inc.
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
San Diego,California,United States,92111,33.0,-117.0,America/Los_Angeles,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
Albany,Georgia,United States,31705,32.0,-84.0,America/New_York,Mediacom Communications Corp,Mediacom Communications Corp,AS30036 Mediacom Communications Corp
,,,,,,,,,
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Milton,Florida,United States,32570,31.0,-87.0,America/Chicago,Mediacom Communications,demia005cm9,AS30036 Mediacom Communications Corp
Palo Alto,California,United States,94304,37.0,-122.0,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
Düsseldorf,North Rhine-Westphalia,Germany,40549,51.0,7.0,Europe/Berlin,Vodafone GmbH,Vodafone GmbH,
Montgomery,Alabama,United States,36114,32.0,-86.0,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS749 DoD Network Information Center
Johannesburg,Gauteng,South Africa,2191,-26.0,28.0,Africa/Johannesburg,Dimension Data,Dimension Data,AS3741 Dimension Data
São Paulo,São Paulo,Brazil,01000-000,-24.0,-47.0,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
,,,,,,,,,
Jinrongjie,Beijing,China,,40.0,116.0,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
Seattle,Washington,United States,98108,48.0,-122.0,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Amsterdam,North Holland,Netherlands,1047,52.0,5.0,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
Madrid,Madrid,Spain,28029,40.0,-4.0,Europe/Madrid,UNI2,,AS12479 Orange Espagne SA
Council Bluffs,Iowa,United States,,41.0,-96.0,America/Chicago,Google LLC,Google Cloud (us-central1),AS396982 Google LLC
Klundert,North Brabant,The Netherlands,4791,52.0,5.0,Europe/Amsterdam,Surf B.V.,Avans,AS1103 SURF B.V.
Kawaguchi,Saitama,Japan,332-0011,36.0,140.0,Asia/Tokyo,"JCOM Co., Ltd.","JCOM Co., Ltd","AS9824 JCOM Co., Ltd."
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Altamonte Springs,Florida,United States,32714,29.0,-81.0,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
Ashburn,Virginia,United States,20147,39.0,-77.0,America/New_York,DXC US Latin America Corporation,DXC US Latin America Corporation,
,,,,,,,,,
Wilmington,North Carolina,United States,28412,34.0,-78.0,America/New_York,Charter Communications,Spectrum,AS20115 Charter Communications
,,,,,,,,,
Indianapolis,Indiana,United States,46204,40.0,-86.0,America/Chicago,AT&T Services,"AT&T Services, Inc.",
,,,,,,,,,
Philadelphia,Pennsylvania,United States,19107,40.0,-75.0,America/New_York,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
Nairobi,Nairobi County,Kenya,9831,-1.0,37.0,Africa/Nairobi,Airtel KE Mobile & Fixed Internet,,AS327708 Airtel Rwanda Ltd
Tromsø,Troms,Norway,9014,70.0,19.0,Europe/Oslo,Sikt - Kunnskapssektorens Tjenesteleverandor,"Dep. of Information Technology, University of Tromso",AS224 SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR
Chicago,Illinois,United States,60666,42.0,-88.0,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Wuxi,Jiangsu,China,,32.0,120.0,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
New Taipei,New Taipei,Taiwan,,25.0,122.0,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
,,,,,,,,,
Muping,Sichuan,China,,30.0,103.0,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
Ludwigshafen am Rhein,Rheinland-Pfalz,Germany,67059,49.0,8.0,Europe/Berlin,Telefonica O2 Germany,Telefonica Germany GmbH & Co.,AS6805 Telefonica Germany GmbH & Co.OHG
Ebene CyberCity,Plaines Wilhems District,Mauritius,,-20.0,57.0,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Bala-Cynwyd,Pennsylvania,United States,19004,40.0,-75.0,America/New_York,Hotwire Communications,Hotwire Business Solutions,"AS3356 Level 3 Parent, LLC"
