City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
New York,New York,United States,10123,41.0,-74.0,America/New_York,"AT&T Services, Inc.",AT&T Internet Services,"AS7018 AT&T Services, Inc."
,,,,,,,,,
Huntsville,Texas,United States,77341,31.0,-96.0,America/Chicago,Sam Houston State University,Sam Houston State University,AS33187 Sam Houston State University
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Brazlândia,Federal District,Brazil,72700,-16.0,-48.0,America/Sao_Paulo,V tal,V tal,AS8167 V tal
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Orlando,Florida,United States,32837,28.0,-81.0,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,,
Bhopal,Madhya Pradesh,India,464993,23.0,77.0,Asia/Kolkata,RCOM-Wireless-3G,Reliance Communication Ltd,
,,,,,,,,,
Hangzhou,Zhejiang,China,,30.0,120.0,Asia/Shanghai,Chinanet,Ytwl,AS58461 CT-HangZhou-IDC
,,,,,,,,,
Ashburn,Virginia,United States,20147,39.0,-77.0,America/New_York,Amazon.com,DXC US Latin America Corporation,
Waco,Texas,United States,76706,32.0,-97.0,America/Chicago,Texas State Technical College at Waco,Texas State Technical College at Waco,AS17327 Texas State Technical College at Waco
Heilbronn,Baden-Wurttemberg,Germany,74072,49.0,9.0,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
,,,,,,,,,
Beijing,Beijing,China,,40.0,116.0,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
Petaling Jaya,Selangor,Malaysia,46050,3.0,102.0,Asia/Kuala_Lumpur,P1NETWORKS,,
,,,,,,,,,
Shenzhen,Guangdong,China,518000,23.0,114.0,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
Beijing,Beijing,China,100000,40.0,116.0,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange
Des Plaines,Illinois,United States,60016,42.0,-88.0,America/Chicago,Verizon Business,Verizon Business,AS6167 Verizon Business
Sant Cugat del Vallès,Catalonia,Spain,8190,41.0,2.0,Europe/Madrid,RIMA (Red IP Multi Acceso),,AS3352 TELEFONICA DE ESPANA S.A.U.
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Verizon Business,Verizon Nederland B.V.,AS702 Verizon Business
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Serco Solutions Limited,Serco Group PLC,
Eschborn,Hesse,Germany,65760,50.0,9.0,Europe/Berlin,Vodafone Global Enterprise Inc.,Vodafone D2 GmbH,AS3209 Vodafone GmbH
Madrid,Madrid,Spain,28050,41.0,-4.0,Europe/Madrid,Telefonica de Espana SAU,RIMA (Red IP Multi Acceso),AS3352 TELEFONICA DE ESPANA S.A.U.
Atlanta,Georgia,United States,30301,34.0,-84.0,America/New_York,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
Durham,North Carolina,United States,27709,36.0,-79.0,America/New_York,IBM,IBM,
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,DoD Network Information Center,USAISC,AS367 DoD Network Information Center
Epping,New Hampshire,United States,3042,43.0,-71.0,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7015 Comcast Cable Communications, LLC"
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Societe Internationale de Telecommunications Aeronautiques,Societe Internationale de Telecommunications Aeronautiques,
,,,,,,,,,
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Amazon.com,"Amazon.com, Inc.",
Portland,Oregon,United States,97207,46.0,-123.0,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Shenzhen,Guangdong,China,,23.0,114.0,Asia/Shanghai,Tencent Cloud Computing,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Morgan Stanley Group Inc.,Morgan Stanley Group Inc.,
Kyiv,Kyiv City,Ukraine,3113,50.0,31.0,Europe/Kyiv,Bilink LLC,Bilink,AS48683 Bilink LLC
Luçon,Pays de la Loire,France,85400,46.0,-1.0,Europe/Paris,Orange,,AS3215 Orange S.A.
Irwin,Pennsylvania,United States,15642,40.0,-80.0,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC"
,,,,,,,,,
Portland,Oregon,United States,97207,46.0,-123.0,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Springfield,Missouri,United States,65807,37.0,-93.0,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Jakarta,Jakarta,Indonesia,,-6.0,107.0,Asia/Jakarta,PT Media Andalan Nusa,Groovy,AS138841 PT Media Andalan Nusa
Borsov nad Vltavou,Jihocesky kraj,Czechia,373 82,49.0,14.0,Europe/Prague,Vodafone Czech Republic a.s.,Vodafone Czech Republic,AS16019 Vodafone Czech Republic a.s.
Paris,Île-de-France,France,75000,49.0,2.0,Europe/Paris,Orange S.A,France Telecom Orange,AS3215 Orange S.A.
,,,,,,,,,
Melbourne,Victoria,Australia,3142,-38.0,145.0,Australia/Melbourne,Canaccord Genuity Financial Limited,Canaccord Genuity Financial Limited,"AS9472 Level 23, Exchange Plaza"
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Paris,Île-de-France,France,75000,49.0,2.0,Europe/Paris,TVCCONV,France Telecom services,
,,,,,,,,,
Barcelona,Catalonia,Spain,8020,41.0,2.0,Europe/Madrid,Vodafone Espana S.A.U.,Vodafone Espana S.A.U,AS12430 VODAFONE ESPANA S.A.U.
Forquilhinha,Santa Catarina,Brazil,88850,-29.0,-49.0,America/Sao_Paulo,TecleNet Solucoes Tecnologicas,TecleNet Solucoes Tecnologicas,AS52775 TecleNet Solucoes Tecnologicas
Cairo,Cairo Governorate,Egypt,,30.0,31.0,Africa/Cairo,Etisalat Misr Mobile BB,,AS36992 ETISALAT MISR
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,RCC-C,USAISC,AS367 DoD Network Information Center
San Francisco,California,United States,94109,38.0,-122.0,America/Los_Angeles,Microsoft Corporation,Microsoft Azure Cloud (westus),AS8075 Microsoft Corporation
Nowa Sol,Lubusz,Poland,67-100,52.0,16.0,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
Tsukagoshi,Kanagawa,Japan,231-0851,35.0,140.0,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Feltham,England,United Kingdom,TW13,51.0,-0.0,Europe/London,BP International Ltd,BP International Ltd,
Houston,Texas,United States,77002,30.0,-95.0,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Sejong,Sejong-si,South Korea,300,37.0,127.0,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation
Niederbipp,Bern,Switzerland,4704,47.0,8.0,Europe/Zurich,Quickline AG,,AS15600 Quickline AG
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Shanghai,Shanghai,China,,31.0,121.0,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
Brampton,Ontario,Canada,L6T,44.0,-80.0,America/Toronto,Rogers Wireless Inc.,Rogers Wireless Inc.,
Suzhou,Jiangsu,China,215000,31.0,121.0,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS56046 China Mobile communications corporation
Amstelveen,North Holland,The Netherlands,1181,52.0,5.0,Europe/Amsterdam,Sociale Verzekeringsbank,,
Dearborn,Michigan,United States,48121,42.0,-83.0,America/Detroit,Ford Motor Company,Ford Motor Company,
,,,,,,,,,
,,,,,,,,,
Urbana,Ohio,United States,43078,40.0,-84.0,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
Okazawacho,Kanagawa,Japan,240-0062,35.0,140.0,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
Stockholm,Stockholm County,Sweden,100 04,59.0,18.0,Europe/Stockholm,Telia Company AB,Telia Network Services,AS3301 Telia Company AB
Biloxi,Mississippi,United States,39532,31.0,-89.0,America/Chicago,AT&T Corp.,AT&T Corp,AS6389 AT&T Corp.
Canberra,Australian Capital Territory,Australia,2601,-35.0,149.0,Australia/Sydney,ACT Government InTACT Group,ACT Government InTACT Group,AS139344 ACT Government InTACT Group
Utrecht,Utrecht,The Netherlands,3512,52.0,5.0,Europe/Amsterdam,SURFnet III b,SURFnet bv,AS1101 SURF B.V.
Chengdu,Sichuan,China,,31.0,104.0,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
,,,,,,,,,
Fredericton,New Brunswick,Canada,E3B,46.0,-67.0,America/Moncton,Bell Canada,Bell Aliant / FibreOp,AS855 Bell Canada
Anyang-si,Gyeonggi-do,South Korea,14088,37.0,127.0,Asia/Seoul,LG DACOM Corporation,Boranet,AS3786 LG DACOM Corporation
Boydton,Virginia,United States,23917,37.0,-78.0,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
Riyadh,Riyadh Region,Saudi Arabia,9848,25.0,47.0,Asia/Riyadh,Saudi Telecom Company JSC,Saudinet,AS25019 Saudi Telecom Company JSC
Namyangju,Gyeonggi-do,South Korea,120,38.0,127.0,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
Bremen,Bremen,Germany,28195,53.0,9.0,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
,,,,,,,,,
,,,,,,,,,
Haymarket,Virginia,United States,20169,39.0,-78.0,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
Guadalajara,Jalisco,Mexico,44900,21.0,-103.0,America/Mexico_City,"Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V","AS13999 Mega Cable, S.A. de C.V."
,,,,,,,,,
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
San Jose,California,United States,95141,37.0,-122.0,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
Magna,Utah,United States,84044,41.0,-112.0,America/Denver,Verizon Business,Verizon Business,AS22394 Verizon Business
Toronto,Ontario,Canada,M5A,44.0,-79.0,America/Toronto,"Cloudflare, Inc.","Cloudflare, Inc.","AS13335 Cloudflare, Inc."
Seattle,Washington,United States,98160,48.0,-122.0,America/Los_Angeles,EdgeCast Networks,"EdgeCast Networks, Inc",
Melbourne,Florida,United States,32901,28.0,-81.0,America/New_York,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.","AS243 L3Harris Technologies, Inc."
Beijing,Beijing,China,,40.0,116.0,Asia/Shanghai,HYIC,,AS4538 China Education and Research Network Center
Eisenach,Thuringia,Germany,99817,51.0,10.0,Europe/Berlin,Plusnet GmbH,Top Mehrwert-Logistik GmbH & Co.,AS20676 Plusnet GmbH
Overland Park,Kansas,United States,66212,39.0,-95.0,America/Chicago,Charter Communications,Spectrum,AS11427 Charter Communications Inc
São Paulo,São Paulo,Brazil,1000,-24.0,-47.0,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A
Memphis,Tennessee,United States,38103,35.0,-90.0,America/Chicago,"The University of Tennessee, Memphis",University of Tennessee,"AS16989 The University of Tennessee, Memphis"
Huntsville,Alabama,United States,35801,35.0,-87.0,America/Chicago,WideOpenWest Finance LLC,WideOpenWest Finance LLC,AS12083 WideOpenWest Finance LLC
,,,,,,,,,
,,,,,,,,,
New York,New York,United States,10041,41.0,-74.0,America/New_York,Depository Trust & Clearing Corporation,Depository Trust & Clearing Corporation,
Rahway,New Jersey,United States,7065,41.0,-74.0,America/New_York,Merck and Co,"Merck and Co., Inc",
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Porto Alegre,Rio Grande do Sul,Brazil,90000,-30.0,-51.0,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
Sterling,Virginia,United States,20163,39.0,-77.0,America/New_York,Groupe LWS SARL,Groupe LWS SARL,
Amsterdam,North Holland,The Netherlands,1012,52.0,5.0,Europe/Amsterdam,in2ip B.V.,Vertebratus B.V,AS34141 in2ip B.V.
Santa Clara,California,United States,95052,37.0,-122.0,America/Los_Angeles,Intel Corporation,Intel Corporation,
Amsterdam,North Holland,Netherlands,1098,52.0,5.0,Europe/Amsterdam,Oracle Corporation,Oracle Cloud Infrastructure (eu-amsterdam-1),AS31898 Oracle Corporation
Citrus Heights,California,United States,95610,39.0,-121.0,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33667 Comcast Cable Communications, LLC"
Paris,Île-de-France,France,75001,49.0,2.0,Europe/Paris,CHIYODA,Chiyoda Corporation,
Haidian,Beijing,China,,40.0,116.0,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
Detroit,Michigan,United States,48265,42.0,-83.0,America/Detroit,General Motors LLC,General Motors LLC,
,,,,,,,,,
Cascavel,Paraná,Brazil,,-25.0,-53.0,America/Sao_Paulo,Rpnet Informatica Ltda - ME,Rpnet Informatica Ltda - ME,AS266105 RPNET INFORMATICA LTDA - ME
,,,,,,,,,
Springfield,Illinois,United States,62702,40.0,-90.0,America/Chicago,Illinois Century Network,Illinois Century Network,AS6325 Illinois Century Network
Beijing,Beijing,China,,40.0,116.0,Asia/Shanghai,Alibaba Cloud,Aliyun Computing Co.,
Hialeah,Florida,United States,33015,26.0,-80.0,America/New_York,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC
Norfolk,Virginia,United States,23501,37.0,-76.0,America/New_York,DoD Network Information Center,Navy Network Information Center,AS749 DoD Network Information Center
New York,New York,United States,10011,41.0,-74.0,America/New_York,MOD Mission Critical,Fast Track Internet,"AS54103 MOD Mission Critical, LLC"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Delhi,National Capital Territory of Delhi,India,110092,29.0,77.0,Asia/Kolkata,TATA Communications Internet Services Ltd,PTIL,AS17820 DIRECT INTERNET LTD.
Collierville,Tennessee,United States,38017,35.0,-90.0,America/Chicago,FedEx Internet Technologies Corporation,FedEx,AS7726 FedEx Internet Technologies Corporation
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,SoftLayer,SoftLayer Technologies Inc.,
New York,New York,United States,10123,41.0,-74.0,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
Sydney,New South Wales,Australia,1001,-34.0,151.0,Australia/Sydney,Telstra Corporation Limited,Telstra Corporation,AS1221 Telstra Corporation Ltd
Schaumburg,Illinois,United States,60196,42.0,-88.0,America/Chicago,"Motorola, Inc.",Motorola MNIC,"AS19773 Motorola, Inc."
Newark,New Jersey,United States,7102,41.0,-74.0,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
London,England,United Kingdom,W1B,52.0,-0.0,Europe/London,Microsoft Limited,Microsoft Limited,
Greven,North Rhine-Westphalia,Germany,48268,52.0,8.0,Europe/Berlin,Cogent Communications,Wir Solutions GmbH,AS174 Cogent Communications
Columbus,Georgia,United States,31909,33.0,-85.0,America/New_York,FTBENNING,USAISC,AS367 DoD Network Information Center
,,,,,,,,,
Newark,New Jersey,United States,7102,41.0,-74.0,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,ARNG-HI,USAISC,AS364 DoD Network Information Center
,,,,,,,,,
Pasig,Metro Manila,Philippines,1604,15.0,121.0,Asia/Manila,Converge ICT,,AS17639 Converge ICT Solutions Inc.
,,,,,,,,,
Chaowai,Beijing,China,,40.0,116.0,Asia/Shanghai,China Telecom (Group),21ViaNet,"AS23724 IDC, China Telecommunications Corporation"
Beijing,Beijing,China,,40.0,116.0,Asia/Shanghai,CSTNET,Cstnet,
Prague,Prague,Czechia,147 00,50.0,14.0,Europe/Prague,CZ.CZNET,,"AS5610 O2 Czech Republic, a.s."
Saquarema,Rio de Janeiro,Brazil,28990-000,-23.0,-42.0,America/Sao_Paulo,ML Telecom,Metropop Tecn. da Informação Ltda ( ML TELECOM ),AS10704 ML Telecom
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Cairo,Cairo Governorate,Egypt,,30.0,31.0,Africa/Cairo,TE Data,,AS8452 TE-AS
,,,,,,,,,
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Seongnam-si,Gyeonggi-do,South Korea,135,37.0,127.0,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
Tunis,Tunis Governorate,Tunisia,,37.0,10.0,Africa/Tunis,TOPNET,ATI - Agence Tunisienne Internet,AS37705 TOPNET
Edmonton,Alberta,Canada,T5P,54.0,-114.0,America/Edmonton,TELUS Communications Inc.,TELUS Communications Inc.,AS852 TELUS Communications Inc.
Morioka,Iwate,Japan,020-0821,40.0,141.0,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Vetagrande,Zacatecas,Mexico,98140,23.0,-103.0,America/Mexico_City,"Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V","AS13999 Mega Cable, S.A. de C.V."
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Beijing,Beijing,China,,40.0,116.0,Asia/Shanghai,DXTNET,"Beijing Teletron Telecom Engineering Co., Ltd.",AS4808 China Unicom Beijing Province Network
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
City of London,England,United Kingdom,EC3R 7LP,52.0,-0.0,Europe/London,Microsoft Corporation,Microsoft Azure Cloud (uksouth),AS8075 Microsoft Corporation
Potomje,Dubrovnik-Neretva County,Croatia,20244,43.0,17.0,Europe/Zagreb,CARNET,,AS2108 Croatian Academic and Research Network
Broomfield,Colorado,United States,80021,40.0,-105.0,America/Denver,"Level 3 Communications, Inc.","Level 3 Communications, Inc.","AS3356 Level 3 Parent, LLC"
Santa Clara,California,United States,95052,37.0,-122.0,America/Los_Angeles,Intel Corporation,Intel Corporation,
Stockholm,Stockholm County,Sweden,100 04,59.0,18.0,Europe/Stockholm,Telecom3,,AS29518 Bredband2 AB
Auburndale,Florida,United States,33823,28.0,-82.0,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
Brussels,Brussels Capital,Belgium,1000,51.0,4.0,Europe/Brussels,Orange Belgium SA,,AS47377 Orange Belgium SA
Santa Clara,California,United States,95054,37.0,-122.0,America/Los_Angeles,The Constant Company,"Vultr Holdings, LLC","AS20473 The Constant Company, LLC"
Gallatin,Tennessee,United States,37066,36.0,-86.0,America/Chicago,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
Yuzhong Chengguanzhen,Gansu,China,,36.0,104.0,Asia/Shanghai,Chinanet,Chinanet GS,AS4134 CHINANET-BACKBONE
Nice,Provence-Alpes-Côte d'Azur,France,6300,44.0,7.0,Europe/Paris,Orange,,AS3215 Orange S.A.
Kolkata,West Bengal,India,700014,23.0,88.0,Asia/Kolkata,BHARTI,BCL NORTH,AS45609 Bharti Airtel Ltd. AS for GPRS Service
Kurihama,Kanagawa,Japan,239-0831,35.0,140.0,Asia/Tokyo,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION
Englewood,Colorado,United States,80112,40.0,-105.0,America/Denver,JAB Wireless,"JAB Wireless, INC.",
,,,,,,,,,
Dearborn,Michigan,United States,48121,42.0,-83.0,America/Detroit,Ford Motor Company,Ford Motor Company,
,,,,,,,,,
Amsterdam,North Holland,The Netherlands,1012,52.0,5.0,Europe/Amsterdam,Vodafone Libertel B.V.,Ziggo CM,AS33915 Vodafone Libertel B.V.
Kyoto,Kyoto,Japan,602-8051,35.0,136.0,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
Whitehall,Ohio,United States,43218,40.0,-83.0,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Greenwood Village,Colorado,United States,80111,40.0,-105.0,America/Denver,Charter Communications Inc,Spectrum,AS20001 Charter Communications Inc
Palo Alto,California,United States,94304,37.0,-122.0,America/Los_Angeles,Amazon Technologies Inc.,DXC US Latin America Corporation,
Los Angeles,California,United States,90009,34.0,-118.0,America/Los_Angeles,"Wayport, LLC","Wayport, Inc.",AS14654 AT&T Corp.
Germantown,Maryland,United States,20876,39.0,-77.0,America/New_York,Hughes Network Systems,"Hughes Network Systems, LLC","AS6621 Hughes Network Systems, LLC"
Nanjing,Jiangsu,China,210000,32.0,119.0,Asia/Shanghai,CERNET,,AS132553 China University of Petroleum (East China)
,,,,,,,,,
,,,,,,,,,
Nanjing,Jiangsu,China,,32.0,119.0,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
,,,,,,,,,
Harbin,Heilongjiang,China,150000,46.0,127.0,Asia/Shanghai,Chinanet,Communication Corporation,AS4134 CHINANET-BACKBONE
West Palm Beach,Florida,United States,33411,27.0,-80.0,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS20214 Comcast Cable Communications, LLC"
Subang Jaya,Selangor,Malaysia,47600,3.0,102.0,Asia/Kuala_Lumpur,"DiGi Telecommunications Sdn Bhd., Digi Internet Exchange",DiGi Telecommunications Sdn Bhd,AS4818 DiGi Telecommunications Sdn. Bhd.
Ina,Nagano,Japan,396-0011,36.0,138.0,Asia/Tokyo,"Research Organization of Information and Systems, National Institute of Informa",Shinshu University,"AS2907 Research Organization of Information and Systems, National Institute of Informatics"
Shaoxing,Zhejiang,China,312000,30.0,121.0,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
,,,,,,,,,
,,,,,,,,,
Vadodara,Gujarat,India,390001,22.0,73.0,Asia/Kolkata,BSNL Internet,NIB,AS9829 National Internet Backbone
,,,,,,,,,
Minamimaioka,Kanagawa,Japan,244-0811,35.0,140.0,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Paris,Île-de-France,France,75000,49.0,2.0,Europe/Paris,Societe Internationale de Telecommunications Aeronautiques,Societe Internationale de Telecommunications Aeronautiques,
Midorigaoka,Hyōgo,Japan,664-8650,35.0,135.0,Asia/Tokyo,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.
Broomfield,Colorado,United States,80021,40.0,-105.0,America/Denver,"Level 3 Communications, Inc.",Level 3,"AS3356 Level 3 Parent, LLC"
Hangzhou,Zhejiang,China,,30.0,120.0,Asia/Shanghai,China Mobile Communications Corporation,China Mobile,AS56041 China Mobile communications corporation
Frankfurt am Main,Hesse,Germany,60313,50.0,9.0,Europe/Berlin,Amazon.com,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
São Carlos,São Paulo,Brazil,13560,-22.0,-48.0,America/Sao_Paulo,Universidade De SAO Paulo,Universidade De SAO Paulo,AS28571 UNIVERSIDADE DE SAO PAULO
Hung Yen,Hưng Yên Province,Vietnam,,21.0,106.0,Asia/Bangkok,VNPT-VNNIC,VietNam Post and Telecom Corporation,AS45899 VNPT Corp
Garbagnate Milanese,Lombardy,Italy,20024,46.0,9.0,Europe/Rome,Telecom Italia S.p.A. TIN EASY LITE,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
,,,,,,,,,
,,,,,,,,,
Portland,Oregon,United States,97207,46.0,-123.0,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Little Rock,Arkansas,United States,72212,35.0,-92.0,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,
Méchouar de Casablanca,Casablanca-Settat,Morocco,,34.0,-8.0,Africa/Casablanca,MEDITELECOM,Orange Morocco,AS36925 MEDITELECOM
El Salto,Jalisco,Mexico,45680,21.0,-103.0,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
Sierra Vista,Arizona,United States,85613,32.0,-110.0,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
Stamford,Connecticut,United States,6902,41.0,-74.0,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.
Massillon,Ohio,United States,44646,41.0,-81.0,America/New_York,Department of Administrative Services,Department of Administrative Services,AS19902 Department of Administrative Services
Portland,Oregon,United States,97207,46.0,-123.0,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Chicago,Illinois,United States,60666,42.0,-88.0,America/Chicago,A100 ROW Inc,A100 ROW Inc,
Yotsukaidō,Chiba,Japan,284-0001,36.0,140.0,Asia/Tokyo,296 BROAD NET Com Inc,CABLENET296,AS17682 296 BROAD NET Com Inc
Timbó,Santa Catarina,Brazil,89120,-27.0,-49.0,America/Sao_Paulo,UNIFIQUE TELECOMUNICACOES S/A,UNIFIQUE TELECOMUNICACOES S/A,AS28343 UNIFIQUE TELECOMUNICACOES S/A
Los Angeles,California,United States,90009,34.0,-118.0,America/Los_Angeles,Charter Communications,Spectrum,AS20001 Charter Communications Inc
Cairo,Cairo Governorate,Egypt,,30.0,31.0,Africa/Cairo,The Egyptian Company for Mobile Services,Orange Egypt,AS37069 The Egyptian Company for Mobile Services (Mobinil)
Qingdao,Shandong,China,,36.0,120.0,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
,,,,,,,,,
San Francisco,California,United States,94104,38.0,-122.0,America/Los_Angeles,Wells Fargo & Company,Wells Fargo & Company,
,,,,,,,,,
Utsunomiya,Tochigi,Japan,320-0801,37.0,140.0,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
Vila Nova de Gaia,Porto,Portugal,4430-748,41.0,-9.0,Europe/Lisbon,NOS Comunicacoes S.A.,TVCABO-Portugal,"AS2860 NOS COMUNICACOES, S.A."
Muping,Sichuan,China,,30.0,103.0,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
Seongnam-si,Gyeonggi-do,South Korea,5670,38.0,127.0,Asia/Seoul,SamsungSDS Inc.,Samsungsds,AS6619 SamsungSDS Inc.
Palo Alto,California,United States,94304,37.0,-122.0,America/Los_Angeles,HP Inc.,HP Inc,
