6515.0,"Roofers","Construction","Trade / Manual Labor","*"
6520.0,"Sheet Metal Workers","Construction","Trade / Manual Labor","*"
6530.0,"Structural Iron And Steel Workers","Construction","Trade / Manual Labor","*"
6540.0,"Solar Photovoltaic Installers","Construction","Trade / Manual Labor","*"
6600.0,"Helpers, Construction Trades","Construction","Trade / Manual Labor","*"
6660.0,"Construction And Building Inspectors","Construction","Trade / Manual Labor","*"
6700.0,"Elevator And Escalator Installers And Repairers","Construction","Trade / Manual Labor","*"
6710.0,"Fence Erectors","Construction","Trade / Manual Labor","*"
6720.0,"Hazardous Materials Removal Workers","Construction","Trade / Manual Labor","*"
6730.0,"Highway Maintenance Workers","Construction","Trade / Manual Labor","*"
6740.0,"Rail-Track Laying And Maintenance Equipment Operators","Construction","Trade / Manual Labor","*"
6765.0,"Other Construction And Related Workers","Construction","Trade / Manual Labor","*"
6800.0,"Derrick, Rotary Drill, And Service Unit Operators, And Roustabouts, Oil, Gas, And Mining","Extraction","Trade / Manual Labor","*"
6825.0,"Surface Mining Machine Operators And Earth Drillers","Extraction","Trade / Manual Labor","*"
6835.0,"Explosives Workers, Ordnance Handling Experts, and Blasters","Extraction","Trade / Manual Labor","*"
6850.0,"Underground Mining Machine Operators","Extraction","Trade / Manual Labor","*"
6950.0,"Other Extraction Workers","Extraction","Trade / Manual Labor","*"
7000.0,"First-Line Supervisors Of Mechanics, Installers, And Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7010.0,"Computer, Automated Teller, And Office Machine Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7020.0,"Radio And Telecommunications Equipment Installers And Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7030.0,"Avionics Technicians","Maintenance & Repair","Trade / Manual Labor","*"
7040.0,"Electric Motor, Power Tool, And Related Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7100.0,"Other Electrical And Electronic Equipment Mechanics, Installers, And Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7120.0,"Audiovisual Equipment Installers And Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7130.0,"Security And Fire Alarm Systems Installers","Maintenance & Repair","Trade / Manual Labor","*"
7140.0,"Aircraft Mechanics And Service Technicians","Maintenance & Repair","Trade / Manual Labor","*"
7150.0,"Automotive Body And Related Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7160.0,"Automotive Glass Installers And Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7200.0,"Automotive Service Technicians And Mechanics","Maintenance & Repair","Trade / Manual Labor","*"
7210.0,"Bus And Truck Mechanics And Diesel Engine Specialists","Maintenance & Repair","Trade / Manual Labor","*"
7220.0,"Heavy Vehicle And Mobile Equipment Service Technicians And Mechanics","Maintenance & Repair","Trade / Manual Labor","*"
7240.0,"Small Engine Mechanics","Maintenance & Repair","Trade / Manual Labor","*"
7260.0,"Miscellaneous Vehicle And Mobile Equipment Mechanics, Installers, And Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7300.0,"Control And Valve Installers And Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7315.0,"Heating, Air Conditioning, And Refrigeration Mechanics And Installers","Maintenance & Repair","Trade / Manual Labor","*"
7320.0,"Home Appliance Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7330.0,"Industrial And Refractory Machinery Mechanics","Maintenance & Repair","Trade / Manual Labor","*"
7340.0,"Maintenance And Repair Workers, General","Maintenance & Repair","Trade / Manual Labor","*"
7350.0,"Maintenance Workers, Machinery","Maintenance & Repair","Trade / Manual Labor","*"
7360.0,"Millwrights","Maintenance & Repair","Trade / Manual Labor","*"
7410.0,"Electrical Power-Line Installers And Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7420.0,"Telecommunications Line Installers And Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7430.0,"Precision Instrument And Equipment Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7510.0,"Coin, Vending, And Amusement Machine Servicers And Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7540.0,"Locksmiths And Safe Repairers","Maintenance & Repair","Trade / Manual Labor","*"
7560.0,"Riggers","Maintenance & Repair","Trade / Manual Labor","*"
7610.0,"Helpers--Installation, Maintenance, And Repair Workers","Maintenance & Repair","Trade / Manual Labor","*"
7640.0,"Other Installation, Maintenance, And Repair Workers","Maintenance & Repair","Trade / Manual Labor","*"
7700.0,"First-Line Supervisors Of Production And Operating Workers","Production","Trade / Manual Labor","*"
7720.0,"Electrical, Electronics, And Electromechanical Assemblers","Production","Trade / Manual Labor","*"
7730.0,"Engine And Other Machine Assemblers","Production","Trade / Manual Labor","*"
7740.0,"Structural Metal Fabricators And Fitters","Production","Trade / Manual Labor","*"
7750.0,"Other Assemblers And Fabricators","Production","Trade / Manual Labor","*"
7800.0,"Bakers","Production","Trade / Manual Labor","*"
7810.0,"Butchers And Other Meat, Poultry, And Fish Processing Workers","Production","Trade / Manual Labor","*"
7830.0,"Food And Tobacco Roasting, Baking, And Drying Machine Operators And Tenders","Production","Trade / Manual Labor","*"
7840.0,"Food Batchmakers","Production","Trade / Manual Labor","*"
7850.0,"Food Cooking Machine Operators And Tenders","Production","Trade / Manual Labor","*"
7855.0,"Food Processing Workers, All Other","Production","Trade / Manual Labor","*"
7905.0,"Computer Numerically Controlled Tool Operators And Programmers","Production","Trade / Manual Labor","*"
7925.0,"Forming Machine Setters, Operators, And Tenders, Metal And Plastic","Production","Trade / Manual Labor","*"
7950.0,"Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic","Production","Trade / Manual Labor","*"
8000.0,"Grinding, Lapping, Polishing, And Buffing Machine Tool Setters, Operators, And Tenders, Metal And Plastic","Production","Trade / Manual Labor","*"
8025.0,"Other Machine Tool Setters, Operators, And Tenders, Metal and Plastic","Production","Trade / Manual Labor","*"
8030.0,"Machinists","Production","Trade / Manual Labor","*"
8040.0,"Metal Furnace Operators, Tenders, Pourers, And Casters","Production","Trade / Manual Labor","*"
8100.0,"Model Makers, Patternmakers, And Molding Machine Setters, Metal And Plastic","Production","Trade / Manual Labor","*"
8130.0,"Tool And Die Makers","Production","Trade / Manual Labor","*"
8140.0,"Welding, Soldering, And Brazing Workers","Production","Trade / Manual Labor","*"
8225.0,"Other Metal Workers And Plastic Workers","Production","Trade / Manual Labor","*"
8250.0,"Prepress Technicians And Workers","Production","Trade / Manual Labor","*"
8255.0,"Printing Press Operators","Production","Trade / Manual Labor","*"
8256.0,"Print Binding And Finishing Workers","Production","Trade / Manual Labor","*"
8300.0,"Laundry And Dry-Cleaning Workers","Production","Trade / Manual Labor","*"
8310.0,"Pressers, Textile, Garment, And Related Materials","Production","Trade / Manual Labor","*"
8320.0,"Sewing Machine Operators","Production","Trade / Manual Labor","*"
8335.0,"Shoe And Leather Workers","Production","Trade / Manual Labor","*"
8350.0,"Tailors, Dressmakers, And Sewers","Production","Trade / Manual Labor","*"
8365.0,"Textile Machine Setters, Operators, And Tenders","Production","Trade / Manual Labor","*"
8450.0,"Upholsterers","Production","Trade / Manual Labor","*"
8465.0,"Other Textile, Apparel, And Furnishings Workers","Production","Trade / Manual Labor","*"
8500.0,"Cabinetmakers And Bench Carpenters","Production","Trade / Manual Labor","*"
8510.0,"Furniture Finishers","Production","Trade / Manual Labor","*"
8530.0,"Sawing Machine Setters, Operators, And Tenders, Wood","Production","Trade / Manual Labor","*"
8540.0,"Woodworking Machine Setters, Operators, And Tenders, Except Sawing","Production","Trade / Manual Labor","*"
8555.0,"Other Woodworkers","Production","Trade / Manual Labor","*"
8600.0,"Power Plant Operators, Distributors, And Dispatchers","Production","Trade / Manual Labor","*"
8610.0,"Stationary Engineers And Boiler Operators","Production","Trade / Manual Labor","*"
8620.0,"Water And Wastewater Treatment Plant And System Operators","Production","Trade / Manual Labor","*"
8630.0,"Miscellaneous Plant Operators","Production","Trade / Manual Labor","*"
8640.0,"Chemical Operators","Production","Trade / Manual Labor","*"
8650.0,"Crushing, Grinding, Polishing, Mixing, And Blending Workers","Production","Trade / Manual Labor","*"
8710.0,"Cutting Workers","Production","Trade / Manual Labor","*"
8720.0,"Machine Tenders","Production","Trade / Manual Labor","*"
8730.0,"Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders","Production","Trade / Manual Labor","*"
8740.0,"Inspectors, Testers, Sorters, Samplers, And Weighers","Production","Trade / Manual Labor","*"
8750.0,"Jewelers And Precious Stone And Metal Workers","Production","Trade / Manual Labor","*"
8760.0,"Dental And Ophthalmic Laboratory Technicians And Medical Appliance Technicians","Production","Trade / Manual Labor","*"
8800.0,"Packaging And Filling Machine Operators And Tenders","Production","Trade / Manual Labor","*"
8810.0,"Painting Workers","Production","Trade / Manual Labor","*"
8830.0,"Photo Workers","Production","Trade / Manual Labor","*"
8850.0,"Adhesive Operators","Production","Trade / Manual Labor","*"
8910.0,"Etchers And Engravers","Production","Trade / Manual Labor","*"
8920.0,"Molders, Shapers, And Casters, Except Metal And Plastic","Production","Trade / Manual Labor","*"
8930.0,"Paper Goods Machine Setters, Operators, And Tenders","Production","Trade / Manual Labor","*"
8940.0,"Tire Builders","Production","Trade / Manual Labor","*"
8950.0,"Helpers--Production Workers","Production","Trade / Manual Labor","*"
8990.0,"Miscellaneous Production Workers, Including Equipment Operators And Tenders","Production","Trade / Manual Labor","*"
9005.0,"Supervisors Of Transportation And Material Moving Workers","Transportation","Trade / Manual Labor","*"
9030.0,"Aircraft Pilots And Flight Engineers","Transportation","Trade / Manual Labor","*"
9040.0,"Air Traffic Controllers","Transportation","Trade / Manual Labor","*"
9050.0,"Flight Attendants","Transportation","Trade / Manual Labor","*"
9110.0,"Ambulance Drivers And Attendants, Except Emergency Medical Technicians","Transportation","Trade / Manual Labor","*"
9121.0,"Bus Drivers, School","Transportation","Trade / Manual Labor","*"
9122.0,"Bus Drivers, Transit And Intercity","Transportation","Trade / Manual Labor","*"
9130.0,"Driver/Sales Workers And Truck Drivers","Transportation","Trade / Manual Labor","*"
9141.0,"Shuttle Drivers And Chauffeurs","Transportation","Trade / Manual Labor","*"
9142.0,"Taxi Drivers","Transportation","Trade / Manual Labor","*"
9150.0,"Motor Vehicle Operators, All Other","Transportation","Trade / Manual Labor","*"
9210.0,"Locomotive Engineers And Operators","Transportation","Trade / Manual Labor","*"
9240.0,"Railroad Conductors And Yardmasters","Transportation","Trade / Manual Labor","*"
9265.0,"Other Rail Transportation Workers","Transportation","Trade / Manual Labor","*"
9300.0,"Sailors And Marine Oilers, And Ship Engineers","Transportation","Trade / Manual Labor","*"
9310.0,"Ship And Boat Captains And Operators","Transportation","Trade / Manual Labor","*"
9350.0,"Parking Attendants","Transportation","Trade / Manual Labor","*"
9365.0,"Transportation Service Attendants","Transportation","Trade / Manual Labor","*"
9410.0,"Transportation Inspectors","Transportation","Trade / Manual Labor","*"
9415.0,"Passenger Attendants","Transportation","Trade / Manual Labor","*"
9430.0,"Other Transportation Workers","Transportation","Trade / Manual Labor","*"
9510.0,"Crane And Tower Operators","Transportation","Trade / Manual Labor","*"
9570.0,"Conveyor, Dredge, And Hoist and Winch Operators","Transportation","Trade / Manual Labor","*"
9600.0,"Industrial Truck And Tractor Operators","Transportation","Trade / Manual Labor","*"
9610.0,"Cleaners Of Vehicles And Equipment","Transportation","Trade / Manual Labor","*"
9620.0,"Material Movers","Transportation","Trade / Manual Labor","*"
9630.0,"Machine Feeders And Offbearers","Transportation","Trade / Manual Labor","*"
9640.0,"Packers And Packagers, Hand","Transportation","Trade / Manual Labor","*"
9645.0,"Stockers And Order Fillers","Transportation","Trade / Manual Labor","*"
9650.0,"Pumping Station Operators","Transportation","Trade / Manual Labor","*"
9720.0,"Refuse And Recyclable Material Collectors","Transportation","Trade / Manual Labor","*"
9760.0,"Other Material Moving Workers","Transportation","Trade / Manual Labor","*"
9800.0,"Military Officer Special And Tactical Operations Leaders","Military","Military","*"
9810.0,"First-Line Enlisted Military Supervisors","Military","Military","*"
9825.0,"Military Enlisted Tactical Operations And Air/Weapons Specialists And Crew Members","Military","Military","*"
9830.0,"Military, Rank Not Specified","Military","Military","*"
9920.0,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked","Unemployed / NA","Unemployed / NA","*"
